event_activity_id,hcp_id,event_id,campaign_id,drug_id,event_name,event_type,event_activity_type,activity_timestamp,registration_status,attendance_status,attendance_duration_minutes,questions_asked,poll_responses,device_type,source_system
EVTACT00004040,HCP0633,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 01:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00004333,HCP0683,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 01:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00005382,HCP0843,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,21,0,0,Mobile,Event_Platform
EVTACT00007632,HCP1186,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,18,0,0,Tablet,Event_Platform
EVTACT00011378,HCP1760,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,19,0,0,Desktop,Event_Platform
EVTACT00007179,HCP1119,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,23,0,0,Tablet,Event_Platform
EVTACT00010809,HCP1674,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,41,0,0,Desktop,Event_Platform
EVTACT00009579,HCP1488,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,42,0,0,Desktop,Event_Platform
EVTACT00002518,HCP0403,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,42,3,0,Mobile,Event_Platform
EVTACT00003695,HCP0583,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,19,2,2,Tablet,Event_Platform
EVTACT00007146,HCP1112,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,26,2,0,Mobile,Event_Platform
EVTACT00006101,HCP0948,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,26,2,1,Mobile,Event_Platform
EVTACT00012403,HCP1906,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,31,0,2,Desktop,Event_Platform
EVTACT00003609,HCP0570,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,37,0,0,Mobile,Event_Platform
EVTACT00000979,HCP0169,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,30,0,0,Tablet,Event_Platform
EVTACT00001678,HCP0279,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,23,0,0,Tablet,Event_Platform
EVTACT00012807,HCP1971,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,23,0,1,Mobile,Event_Platform
EVTACT00009174,HCP1425,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,38,3,3,Desktop,Event_Platform
EVTACT00011225,HCP1735,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,26,1,0,Tablet,Event_Platform
EVTACT00009405,HCP1460,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,19,0,2,Desktop,Event_Platform
EVTACT00002943,HCP0467,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,37,0,2,Tablet,Event_Platform
EVTACT00012035,HCP1854,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,35,0,0,Tablet,Event_Platform
EVTACT00004678,HCP0737,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,28,2,0,Tablet,Event_Platform
EVTACT00006436,HCP1000,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,45,3,0,Tablet,Event_Platform
EVTACT00006793,HCP1054,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,21,1,0,Mobile,Event_Platform
EVTACT00004814,HCP0759,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,34,0,0,Mobile,Event_Platform
EVTACT00006388,HCP0993,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,40,0,0,Mobile,Event_Platform
EVTACT00009509,HCP1477,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 01:45:31.034482,Registered,Attended,23,0,0,Mobile,Event_Platform
EVTACT00002701,HCP0431,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 02:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00002863,HCP0453,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 02:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006808,HCP1057,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 02:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00001700,HCP0281,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 02:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00010285,HCP1594,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,40,0,0,Mobile,Event_Platform
EVTACT00012632,HCP1940,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,44,3,0,Desktop,Event_Platform
EVTACT00007938,HCP1232,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,38,0,1,Tablet,Event_Platform
EVTACT00004047,HCP0633,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,37,0,0,Mobile,Event_Platform
EVTACT00006667,HCP1037,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,32,2,2,Desktop,Event_Platform
EVTACT00003135,HCP0502,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,43,1,2,Tablet,Event_Platform
EVTACT00001765,HCP0292,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,37,0,0,Tablet,Event_Platform
EVTACT00010030,HCP1557,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,31,0,2,Desktop,Event_Platform
EVTACT00001146,HCP0196,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,39,2,2,Tablet,Event_Platform
EVTACT00004631,HCP0730,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,29,0,2,Mobile,Event_Platform
EVTACT00001155,HCP0197,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,42,0,3,Desktop,Event_Platform
EVTACT00002745,HCP0437,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,44,1,0,Desktop,Event_Platform
EVTACT00011639,HCP1794,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,39,3,3,Mobile,Event_Platform
EVTACT00002181,HCP0349,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,20,0,0,Mobile,Event_Platform
EVTACT00006466,HCP1005,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,36,0,4,Mobile,Event_Platform
EVTACT00003547,HCP0559,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,35,2,0,Tablet,Event_Platform
EVTACT00008748,HCP1357,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,37,0,1,Tablet,Event_Platform
EVTACT00006814,HCP1057,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,44,0,0,Desktop,Event_Platform
EVTACT00003827,HCP0600,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,43,1,0,Mobile,Event_Platform
EVTACT00007744,HCP1206,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,34,3,4,Desktop,Event_Platform
EVTACT00010948,HCP1696,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,38,0,0,Tablet,Event_Platform
EVTACT00008145,HCP1264,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,41,0,4,Tablet,Event_Platform
EVTACT00012392,HCP1905,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,37,0,0,Desktop,Event_Platform
EVTACT00011404,HCP1763,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,36,0,3,Desktop,Event_Platform
EVTACT00010386,HCP1610,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,38,0,2,Tablet,Event_Platform
EVTACT00005022,HCP0793,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,44,3,0,Desktop,Event_Platform
EVTACT00011338,HCP1753,EVENT0026,CAMP0018,DRUG006,PulmoCare Product Launch 26,Product Launch,attendance,2026-07-13 02:45:31.034482,Registered,Attended,40,1,3,Desktop,Event_Platform
EVTACT00003544,HCP0559,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 03:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00012223,HCP1881,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 03:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00010502,HCP1628,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 04:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006193,HCP0966,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 04:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011266,HCP1742,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 05:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00000517,HCP0090,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 05:04:08.275862,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00012920,HCP1988,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 05:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011258,HCP1740,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 05:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00007695,HCP1199,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 05:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00002874,HCP0454,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 06:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00000143,HCP0028,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 06:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00007837,HCP1220,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 06:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00007182,HCP1119,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 06:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00000565,HCP0097,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 07:04:08.275862,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00004520,HCP0713,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 07:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006784,HCP1051,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 08:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00005152,HCP0816,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 08:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011146,HCP1724,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 08:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006119,HCP0952,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 08:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00009097,HCP1410,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 09:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006735,HCP1047,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 10:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00002008,HCP0326,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 11:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00006598,HCP1027,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-13 11:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011006,HCP1703,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-13 22:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00012551,HCP1929,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 01:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00012981,HCP1997,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 01:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006308,HCP0982,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 02:04:08.275862,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00000012,HCP0003,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 02:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011294,HCP1746,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 02:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00010819,HCP1677,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 03:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00003875,HCP0607,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 04:41:22.758620,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00009660,HCP1505,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 05:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00000189,HCP0034,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 05:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00004360,HCP0687,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 05:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00012414,HCP1907,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 05:41:22.758620,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00000611,HCP0105,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 05:41:22.758620,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00000654,HCP0112,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 06:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00006185,HCP0965,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 06:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00012965,HCP1995,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 06:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00010301,HCP1598,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 06:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00004052,HCP0635,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 06:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00003992,HCP0626,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 06:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00001133,HCP0196,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 06:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00010291,HCP1597,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 06:41:22.758620,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00009996,HCP1552,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 06:41:22.758620,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00007708,HCP1201,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 07:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00005874,HCP0913,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 07:04:08.275862,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00002868,HCP0454,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 07:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00001506,HCP0252,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 07:41:22.758620,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00008132,HCP1260,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 08:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00001797,HCP0296,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 09:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00002625,HCP0419,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 09:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00008288,HCP1283,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 09:41:22.758620,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00004687,HCP0739,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-14 11:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00009773,HCP1521,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 12:41:22.758620,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00001113,HCP0193,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 12:41:22.758620,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00001419,HCP0239,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 12:41:22.758620,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011539,HCP1778,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 12:41:22.758620,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011459,HCP1769,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 13:41:22.758620,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011019,HCP1704,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-14 13:41:22.758620,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00007805,HCP1216,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 22:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00003537,HCP0558,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-14 22:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00003663,HCP0577,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-15 00:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00005494,HCP0857,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-15 00:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00007297,HCP1136,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 01:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00009845,HCP1533,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-15 02:04:08.275862,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00009733,HCP1515,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-15 03:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00011963,HCP1844,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-15 03:04:08.275862,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00008718,HCP1354,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 03:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00002538,HCP0407,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 03:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00000837,HCP0144,EVENT0027,CAMP0001,DRUG001,CardioZen Product Launch 27,Product Launch,registration,2026-07-15 04:04:08.275862,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00010061,HCP1564,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 04:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00002640,HCP0421,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 04:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
EVTACT00009447,HCP1468,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 05:22:45.517241,Registered,Not Applicable,0,0,0,Mobile,Event_Platform
EVTACT00009665,HCP1506,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 05:22:45.517241,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00000910,HCP0156,EVENT0029,CAMP0022,DRUG008,RenalGuard Expert Panel 29,Expert Panel,registration,2026-07-15 05:41:22.758620,Registered,Not Applicable,0,0,0,Tablet,Event_Platform
EVTACT00011370,HCP1759,EVENT0028,CAMP0022,DRUG008,RenalGuard Medical Education 28,Medical Education,registration,2026-07-15 06:22:45.517241,Registered,Not Applicable,0,0,0,Desktop,Event_Platform
