hcp_id,total_event_activities,event_registrations,event_attendance,event_attendance_rate,avg_event_attendance_duration,max_event_attendance_duration,event_questions,event_polls,last_event_activity,last_event_engagement,days_since_last_event_engagement,days_since_last_event_activity
HCP1988,13,7,6,0.8571,66.0,101.0,7.0,13.0,2026-07-20T04:04:08.275Z,2026-07-20T04:04:08.275Z,27,27
HCP1994,15,8,7,0.8750,52.57,87.0,1.0,5.0,2026-07-20T00:04:08.275Z,2026-07-20T00:04:08.275Z,27,27
HCP0032,7,4,3,0.7500,59.67,100.0,1.0,5.0,2026-06-07T08:12:24.827Z,2026-06-07T08:12:24.827Z,70,70
HCP0035,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-07-31T09:41:22.758Z,null,null,16
HCP0039,5,3,2,0.6667,57.5,73.0,0.0,2.0,2026-08-03T10:41:22.758Z,2026-08-03T10:41:22.758Z,13,13
HCP0049,2,1,1,1.0000,66.0,66.0,2.0,2.0,2026-06-28T17:08:16.551Z,2026-06-28T17:08:16.551Z,49,49
HCP0063,6,3,3,1.0000,43.0,49.0,5.0,2.0,2026-07-20T01:04:08.275Z,2026-07-20T01:04:08.275Z,27,27
HCP0067,11,6,5,0.8333,55.0,72.0,1.0,3.0,2026-06-28T18:08:16.551Z,2026-06-28T18:08:16.551Z,49,49
HCP0080,6,4,2,0.5000,68.0,75.0,0.0,0.0,2026-07-05T19:26:53.793Z,2026-07-05T19:26:53.793Z,42,42
HCP0104,5,3,2,0.6667,63.0,73.0,2.0,1.0,2026-07-25T17:00:00.000Z,2026-05-24T00:35:10.344Z,84,22
HCP0105,11,6,5,0.8333,42.2,51.0,3.0,10.0,2026-08-10T15:00:00.000Z,2026-08-10T15:00:00.000Z,6,6
HCP0116,10,5,5,1.0000,56.4,109.0,4.0,8.0,2026-08-03T12:41:22.758Z,2026-08-03T12:41:22.758Z,13,13
HCP0139,4,2,2,1.0000,72.5,77.0,0.0,4.0,2026-07-27T06:22:45.517Z,2026-07-27T06:22:45.517Z,20,20
HCP0148,7,5,2,0.4000,38.0,48.0,0.0,1.0,2026-05-26T05:31:02.068Z,2026-05-02T16:39:18.620Z,106,82
HCP0195,9,5,4,0.8000,37.0,49.0,9.0,1.0,2026-07-07T03:45:31.034Z,2026-06-14T10:31:02.068Z,63,40
HCP0219,17,9,8,0.8889,37.38,63.0,7.0,12.0,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,6,6
HCP0248,6,3,3,1.0000,67.67,77.0,1.0,4.0,2026-07-20T06:04:08.275Z,2026-07-20T06:04:08.275Z,27,27
HCP0254,8,4,4,1.0000,50.0,76.0,2.0,3.0,2026-04-18T04:02:04.137Z,2026-04-18T04:02:04.137Z,120,120
HCP0292,14,7,7,1.0000,53.57,90.0,3.0,6.0,2026-07-13T02:45:31.034Z,2026-07-13T02:45:31.034Z,34,34
HCP0300,16,9,7,0.7778,50.29,88.0,4.0,6.0,2026-07-27T06:22:45.517Z,2026-07-27T06:22:45.517Z,20,20
HCP0305,10,5,5,1.0000,53.8,61.0,3.0,12.0,2026-06-28T13:08:16.551Z,2026-06-28T13:08:16.551Z,49,49
HCP0319,13,7,6,0.8571,59.33,72.0,3.0,12.0,2026-07-27T06:22:45.517Z,2026-07-27T06:22:45.517Z,20,20
HCP0320,8,5,3,0.6000,56.33,84.0,4.0,3.0,2026-07-12T19:45:31.034Z,2026-07-12T19:45:31.034Z,35,35
HCP0325,4,3,1,0.3333,40.0,40.0,2.0,1.0,2026-05-16T02:53:47.586Z,2026-04-03T21:24:49.655Z,135,92
HCP0376,14,7,7,1.0000,50.86,84.0,6.0,17.0,2026-06-14T09:31:02.068Z,2026-06-14T09:31:02.068Z,63,63
HCP0383,8,5,3,0.6000,47.33,67.0,0.0,8.0,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,6,6
HCP0390,13,8,5,0.6250,60.0,87.0,1.0,0.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP0397,14,7,7,1.0000,46.29,92.0,5.0,4.0,2026-07-12T21:45:31.034Z,2026-07-12T21:45:31.034Z,35,35
HCP0400,5,3,2,0.6667,36.0,49.0,0.0,0.0,2026-08-10T16:00:00.000Z,2026-08-10T16:00:00.000Z,6,6
HCP0406,4,3,1,0.3333,38.0,38.0,0.0,3.0,2026-06-28T16:08:16.551Z,2026-06-28T16:08:16.551Z,49,49
HCP0408,8,4,4,1.0000,61.25,107.0,4.0,5.0,2026-07-20T04:04:08.275Z,2026-07-20T04:04:08.275Z,27,27
HCP0416,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-03-26T01:06:12.413Z,null,null,143
HCP0456,2,1,1,1.0000,74.0,74.0,0.0,0.0,2026-07-27T08:22:45.517Z,2026-07-27T08:22:45.517Z,20,20
HCP0495,5,3,2,0.6667,37.5,56.0,0.0,0.0,2026-05-31T02:53:47.586Z,2026-05-31T02:53:47.586Z,77,77
HCP0500,5,3,2,0.6667,65.0,101.0,1.0,0.0,2026-08-03T10:41:22.758Z,2026-08-03T10:41:22.758Z,13,13
HCP0512,4,2,2,1.0000,46.0,67.0,3.0,1.0,2026-07-05T18:26:53.793Z,2026-07-05T18:26:53.793Z,42,42
HCP0560,6,3,3,1.0000,41.33,53.0,2.0,2.0,2026-08-03T07:41:22.758Z,2026-08-03T07:41:22.758Z,13,13
HCP0573,6,3,3,1.0000,54.33,76.0,2.0,4.0,2026-04-18T09:02:04.137Z,2026-04-18T09:02:04.137Z,120,120
HCP0601,10,5,5,1.0000,44.6,61.0,3.0,5.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP0616,3,3,0,0.0000,0.0,0.0,0.0,0.0,2026-03-30T08:02:04.137Z,null,null,139
HCP0688,6,3,3,1.0000,73.0,95.0,1.0,3.0,2026-05-23T22:35:10.344Z,2026-05-23T22:35:10.344Z,85,85
HCP0699,6,3,3,1.0000,48.33,54.0,1.0,4.0,2026-07-12T23:45:31.034Z,2026-07-12T23:45:31.034Z,35,35
HCP0729,3,2,1,0.5000,38.0,38.0,0.0,4.0,2026-04-12T12:39:18.620Z,2026-03-06T12:10:20.689Z,163,126
HCP0762,7,4,3,0.7500,38.33,44.0,2.0,4.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0807,8,4,4,1.0000,51.5,91.0,3.0,4.0,2026-08-03T06:41:22.758Z,2026-08-03T06:41:22.758Z,13,13
HCP0815,8,6,2,0.3333,61.5,77.0,0.0,3.0,2026-07-12T03:22:45.517Z,2026-07-05T21:26:53.793Z,42,35
HCP0832,3,2,1,0.5000,31.0,31.0,0.0,2.0,2026-05-24T08:12:24.827Z,2026-04-04T02:24:49.655Z,134,84
HCP0856,5,3,2,0.6667,51.5,52.0,5.0,4.0,2026-06-06T06:31:02.068Z,2026-04-25T08:20:41.379Z,113,71
HCP0863,6,4,2,0.5000,62.0,76.0,0.0,2.0,2026-07-20T06:22:45.517Z,2026-03-13T13:28:57.931Z,156,27
HCP0866,11,6,5,0.8333,45.0,59.0,2.0,1.0,2026-06-21T13:49:39.310Z,2026-06-21T13:49:39.310Z,56,56
HCP0868,8,4,4,1.0000,38.5,45.0,0.0,4.0,2026-06-21T13:49:39.310Z,2026-06-21T13:49:39.310Z,56,56
HCP0877,14,8,6,0.7500,60.17,79.0,8.0,10.0,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,6,6
HCP0893,10,6,4,0.6667,33.0,48.0,3.0,3.0,2026-07-17T04:04:08.275Z,2026-06-07T06:12:24.827Z,70,30
HCP0910,2,1,1,1.0000,41.0,41.0,1.0,2.0,2026-06-28T15:08:16.551Z,2026-06-28T15:08:16.551Z,49,49
HCP0919,6,3,3,1.0000,65.0,78.0,1.0,1.0,2026-07-05T21:26:53.793Z,2026-07-05T21:26:53.793Z,42,42
HCP0948,10,5,5,1.0000,42.8,55.0,7.0,5.0,2026-07-13T01:45:31.034Z,2026-07-13T01:45:31.034Z,34,34
HCP0967,2,1,1,1.0000,45.0,45.0,0.0,0.0,2026-04-11T05:43:26.896Z,2026-04-11T05:43:26.896Z,127,127
HCP0977,2,1,1,1.0000,55.0,55.0,0.0,3.0,2026-06-28T13:08:16.551Z,2026-06-28T13:08:16.551Z,49,49
HCP0999,12,7,5,0.7143,60.6,101.0,7.0,2.0,2026-07-19T23:04:08.275Z,2026-07-19T23:04:08.275Z,28,28
HCP1026,7,5,2,0.4000,36.0,49.0,0.0,4.0,2026-07-12T20:45:31.034Z,2026-07-12T20:45:31.034Z,35,35
HCP1032,4,3,1,0.3333,41.0,41.0,0.0,4.0,2026-08-06T14:00:00.000Z,2026-01-22T15:18:37.241Z,206,10
HCP1044,6,4,2,0.5000,23.0,27.0,0.0,4.0,2026-06-14T14:08:16.551Z,2026-03-27T23:06:12.413Z,142,63
HCP1049,13,7,6,0.8571,54.33,87.0,7.0,9.0,2026-07-12T20:45:31.034Z,2026-07-12T20:45:31.034Z,35,35
HCP1092,8,5,3,0.6000,44.67,54.0,2.0,2.0,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,6,6
HCP1099,9,6,3,0.5000,42.0,64.0,0.0,0.0,2026-05-24T03:35:10.344Z,2026-05-24T03:35:10.344Z,84,84
HCP1116,4,2,2,1.0000,43.0,48.0,0.0,0.0,2026-02-13T00:14:28.965Z,2026-02-13T00:14:28.965Z,184,184
HCP1118,5,3,2,0.6667,91.5,114.0,3.0,2.0,2026-06-07T09:12:24.827Z,2026-06-07T09:12:24.827Z,70,70
HCP1123,6,4,2,0.5000,54.5,61.0,0.0,2.0,2026-03-20T17:47:35.172Z,2026-03-20T17:47:35.172Z,149,149
HCP1128,8,4,4,1.0000,70.75,103.0,0.0,6.0,2026-07-27T08:22:45.517Z,2026-07-27T08:22:45.517Z,20,20
HCP1129,2,1,1,1.0000,52.0,52.0,0.0,0.0,2026-06-21T12:49:39.310Z,2026-06-21T12:49:39.310Z,56,56
HCP1147,8,5,3,0.6000,46.0,68.0,6.0,5.0,2026-07-05T22:26:53.793Z,2026-07-05T22:26:53.793Z,42,42
HCP1150,5,3,2,0.6667,46.0,50.0,0.0,2.0,2026-04-25T10:20:41.379Z,2026-04-25T10:20:41.379Z,113,113
HCP1157,8,4,4,1.0000,55.75,86.0,3.0,4.0,2026-08-03T12:41:22.758Z,2026-08-03T12:41:22.758Z,13,13
HCP1165,12,6,6,1.0000,58.17,100.0,0.0,3.0,2026-07-12T23:45:31.034Z,2026-07-12T23:45:31.034Z,35,35
HCP1168,8,4,4,1.0000,46.0,58.0,3.0,1.0,2026-07-05T20:26:53.793Z,2026-07-05T20:26:53.793Z,42,42
HCP1182,8,5,3,0.6000,45.67,63.0,3.0,3.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP1204,8,4,4,1.0000,49.0,87.0,2.0,1.0,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,6,6
HCP1237,2,2,0,0.0000,0.0,0.0,0.0,0.0,2026-05-11T20:35:10.344Z,null,null,97
HCP1246,5,3,2,0.6667,40.5,41.0,0.0,0.0,2026-05-02T16:39:18.620Z,2026-05-02T16:39:18.620Z,106,106
HCP1250,3,2,1,0.5000,90.0,90.0,0.0,0.0,2026-06-07T03:12:24.827Z,2026-06-07T03:12:24.827Z,70,70
HCP1272,15,8,7,0.8750,54.14,79.0,11.0,7.0,2026-06-28T19:08:16.551Z,2026-06-28T19:08:16.551Z,49,49
HCP1274,10,6,4,0.6667,41.25,67.0,5.0,2.0,2026-06-07T08:12:24.827Z,2026-06-07T08:12:24.827Z,70,70
HCP1277,9,5,4,0.8000,56.75,94.0,0.0,5.0,2026-04-18T08:02:04.137Z,2026-04-18T08:02:04.137Z,120,120
HCP1281,7,4,3,0.7500,44.67,61.0,2.0,0.0,2026-07-17T09:22:45.517Z,2026-06-14T08:31:02.068Z,63,30
HCP1298,2,1,1,1.0000,43.0,43.0,0.0,0.0,2026-03-13T17:28:57.931Z,2026-03-13T17:28:57.931Z,156,156
HCP1304,2,1,1,1.0000,67.0,67.0,0.0,0.0,2026-03-13T17:28:57.931Z,2026-03-13T17:28:57.931Z,156,156
HCP1310,5,3,2,0.6667,44.0,51.0,3.0,4.0,2026-06-29T19:26:53.793Z,2026-06-21T12:49:39.310Z,56,48
HCP1324,6,4,2,0.5000,36.5,45.0,1.0,1.0,2026-07-09T21:45:31.034Z,2026-05-16T18:16:33.103Z,92,38
HCP1338,5,3,2,0.6667,43.5,60.0,0.0,4.0,2026-06-21T11:49:39.310Z,2026-06-21T11:49:39.310Z,56,56
HCP1402,4,3,1,0.3333,102.0,102.0,0.0,0.0,2026-06-29T00:45:31.034Z,2026-02-27T04:51:43.448Z,170,48
HCP1456,8,5,3,0.6000,49.67,66.0,1.0,4.0,2026-06-14T13:31:02.068Z,2026-06-14T13:31:02.068Z,63,63
HCP1470,6,3,3,1.0000,66.0,85.0,0.0,0.0,2026-05-09T18:57:55.862Z,2026-05-09T18:57:55.862Z,99,99
HCP1498,6,4,2,0.5000,74.0,104.0,0.0,4.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP1565,10,6,4,0.6667,46.5,76.0,2.0,1.0,2026-06-15T20:08:16.551Z,2026-05-09T13:57:55.862Z,99,62
HCP1573,7,4,3,0.7500,41.67,70.0,0.0,5.0,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,6,6
HCP1578,11,6,5,0.8333,44.2,76.0,5.0,1.0,2026-07-27T05:22:45.517Z,2026-07-27T05:22:45.517Z,20,20
HCP1591,2,1,1,1.0000,91.0,91.0,0.0,1.0,2026-07-05T18:26:53.793Z,2026-07-05T18:26:53.793Z,42,42
HCP1604,8,5,3,0.6000,64.67,84.0,3.0,2.0,2026-07-27T05:22:45.517Z,2026-07-27T05:22:45.517Z,20,20
HCP1636,5,3,2,0.6667,65.0,86.0,0.0,0.0,2026-08-07T18:00:00.000Z,2026-06-07T03:12:24.827Z,70,9
HCP1644,7,4,3,0.7500,47.0,53.0,0.0,4.0,2026-07-05T18:26:53.793Z,2026-07-05T18:26:53.793Z,42,42
HCP1666,8,4,4,1.0000,58.0,75.0,1.0,3.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP1685,9,5,4,0.8000,62.0,80.0,3.0,3.0,2026-06-14T10:31:02.068Z,2026-06-14T10:31:02.068Z,63,63
HCP1692,7,5,2,0.4000,34.0,37.0,0.0,0.0,2026-06-05T06:12:24.827Z,2026-03-28T01:06:12.413Z,141,72
HCP1717,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-05-11T22:16:33.103Z,null,null,97
HCP1757,9,5,4,0.8000,57.5,86.0,3.0,7.0,2026-07-12T23:45:31.034Z,2026-07-12T23:45:31.034Z,35,35
HCP1770,8,4,4,1.0000,58.75,76.0,6.0,4.0,2026-07-20T01:04:08.275Z,2026-07-20T01:04:08.275Z,27,27
HCP1784,7,5,2,0.4000,42.0,46.0,2.0,0.0,2026-05-16T20:16:33.103Z,2026-05-16T20:16:33.103Z,92,92
HCP1798,3,2,1,0.5000,48.0,48.0,0.0,1.0,2026-07-05T19:26:53.793Z,2026-07-05T19:26:53.793Z,42,42
HCP1803,4,2,2,1.0000,50.0,53.0,0.0,1.0,2026-05-02T15:39:18.620Z,2026-05-02T15:39:18.620Z,106,106
HCP1817,14,9,5,0.5556,61.2,81.0,3.0,1.0,2026-08-10T10:00:00.000Z,2026-08-10T10:00:00.000Z,6,6
HCP1820,10,6,4,0.6667,46.75,56.0,1.0,5.0,2026-07-27T09:22:45.517Z,2026-07-27T09:22:45.517Z,20,20
HCP1821,8,4,4,1.0000,46.0,54.0,4.0,4.0,2026-07-27T09:22:45.517Z,2026-07-27T09:22:45.517Z,20,20
HCP1829,9,5,4,0.8000,54.25,70.0,2.0,7.0,2026-07-05T20:26:53.793Z,2026-07-05T20:26:53.793Z,42,42
HCP1833,7,4,3,0.7500,40.33,48.0,3.0,1.0,2026-04-18T06:02:04.137Z,2026-04-18T06:02:04.137Z,120,120
HCP1837,6,3,3,1.0000,43.33,59.0,4.0,1.0,2026-05-23T20:35:10.344Z,2026-05-23T20:35:10.344Z,85,85
HCP1857,9,5,4,0.8000,57.75,82.0,2.0,7.0,2026-08-03T09:41:22.758Z,2026-08-03T09:41:22.758Z,13,13
HCP1877,4,2,2,1.0000,46.5,64.0,2.0,3.0,2026-08-03T12:41:22.758Z,2026-08-03T12:41:22.758Z,13,13
HCP1889,3,2,1,0.5000,73.0,73.0,0.0,4.0,2026-03-02T15:47:35.172Z,2026-02-27T09:51:43.448Z,170,167
HCP1900,13,8,5,0.6250,57.4,80.0,6.0,8.0,2026-06-07T05:12:24.827Z,2026-06-07T05:12:24.827Z,70,70
HCP1904,16,10,6,0.6000,49.67,68.0,1.0,3.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP1916,4,2,2,1.0000,55.0,70.0,0.0,3.0,2026-05-24T03:35:10.344Z,2026-05-24T03:35:10.344Z,84,84
HCP1975,7,4,3,0.7500,69.67,95.0,4.0,3.0,2026-07-05T21:26:53.793Z,2026-07-05T21:26:53.793Z,42,42
HCP1979,6,3,3,1.0000,72.0,86.0,0.0,0.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP1993,5,3,2,0.6667,36.5,47.0,0.0,2.0,2026-05-16T18:16:33.103Z,2026-05-16T18:16:33.103Z,92,92
HCP0008,9,5,4,0.8000,47.25,59.0,2.0,2.0,2026-07-27T06:22:45.517Z,2026-07-27T06:22:45.517Z,20,20
HCP0011,11,6,5,0.8333,45.2,81.0,5.0,6.0,2026-08-10T09:00:00.000Z,2026-08-10T09:00:00.000Z,6,6
HCP0030,7,4,3,0.7500,68.67,95.0,2.0,2.0,2026-08-03T10:41:22.758Z,2026-08-03T10:41:22.758Z,13,13
HCP0037,7,4,3,0.7500,23.67,27.0,0.0,5.0,2026-07-12T21:45:31.034Z,2026-07-12T21:45:31.034Z,35,35
HCP0054,7,4,3,0.7500,54.33,88.0,3.0,1.0,2026-07-27T09:22:45.517Z,2026-07-27T09:22:45.517Z,20,20
HCP0075,12,7,5,0.7143,45.6,74.0,0.0,9.0,2026-07-05T23:26:53.793Z,2026-07-05T23:26:53.793Z,42,42
HCP0076,4,2,2,1.0000,60.5,64.0,4.0,6.0,2026-04-18T11:02:04.137Z,2026-04-18T11:02:04.137Z,120,120
HCP0118,4,2,2,1.0000,55.0,60.0,5.0,7.0,2026-07-05T21:26:53.793Z,2026-07-05T21:26:53.793Z,42,42
HCP0119,10,5,5,1.0000,44.6,62.0,5.0,4.0,2026-06-28T14:08:16.551Z,2026-06-28T14:08:16.551Z,49,49
HCP0166,3,2,1,0.5000,93.0,93.0,0.0,0.0,2026-06-07T08:12:24.827Z,2026-06-07T08:12:24.827Z,70,70
HCP0214,6,4,2,0.5000,38.0,41.0,2.0,2.0,2026-08-06T16:00:00.000Z,2026-05-31T04:53:47.586Z,77,10
HCP0222,3,2,1,0.5000,55.0,55.0,0.0,4.0,2026-07-31T08:00:00.000Z,2026-02-12T23:14:28.965Z,185,16
HCP0276,4,3,1,0.3333,60.0,60.0,3.0,0.0,2026-03-19T14:47:35.172Z,2026-02-05T22:55:51.724Z,192,150
HCP0278,5,3,2,0.6667,29.5,37.0,4.0,0.0,2026-04-15T06:02:04.137Z,2026-03-28T01:06:12.413Z,141,123
HCP0315,4,4,0,0.0000,0.0,0.0,0.0,0.0,2026-06-18T15:49:39.310Z,null,null,59
HCP0351,5,3,2,0.6667,39.5,40.0,1.0,1.0,2026-07-27T04:22:45.517Z,2026-07-27T04:22:45.517Z,20,20
HCP0387,6,3,3,1.0000,43.67,50.0,3.0,3.0,2026-06-07T04:12:24.827Z,2026-06-07T04:12:24.827Z,70,70
HCP0411,11,7,4,0.5714,52.75,69.0,7.0,5.0,2026-08-03T08:41:22.758Z,2026-08-03T08:41:22.758Z,13,13
HCP0412,9,5,4,0.8000,52.0,66.0,4.0,1.0,2026-08-03T05:41:22.758Z,2026-08-03T05:41:22.758Z,13,13
HCP0425,6,5,1,0.2000,49.0,49.0,0.0,0.0,2026-07-18T07:22:45.517Z,2026-05-17T00:16:33.103Z,91,29
HCP0443,8,4,4,1.0000,37.75,55.0,6.0,3.0,2026-07-27T05:22:45.517Z,2026-07-27T05:22:45.517Z,20,20
HCP0460,4,2,2,1.0000,43.5,53.0,0.0,0.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP0465,6,3,3,1.0000,41.33,57.0,2.0,4.0,2026-07-05T17:26:53.793Z,2026-07-05T17:26:53.793Z,42,42
HCP0475,4,2,2,1.0000,47.0,62.0,2.0,1.0,2026-07-05T18:26:53.793Z,2026-07-05T18:26:53.793Z,42,42
HCP0483,16,8,8,1.0000,45.0,73.0,11.0,5.0,2026-07-20T02:04:08.275Z,2026-07-20T02:04:08.275Z,27,27
HCP0551,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-06-19T12:49:39.310Z,null,null,58
HCP0557,7,5,2,0.4000,51.0,60.0,0.0,0.0,2026-06-15T17:49:39.310Z,2026-05-02T11:39:18.620Z,106,62
HCP0562,12,6,6,1.0000,58.83,112.0,7.0,5.0,2026-07-27T03:22:45.517Z,2026-07-27T03:22:45.517Z,20,20
HCP0578,10,5,5,1.0000,59.4,77.0,5.0,10.0,2026-06-21T09:49:39.310Z,2026-06-21T09:49:39.310Z,56,56
HCP0632,7,5,2,0.4000,44.5,45.0,0.0,3.0,2026-05-31T05:53:47.586Z,2026-05-31T05:53:47.586Z,77,77
HCP0648,8,4,4,1.0000,64.25,88.0,2.0,3.0,2026-07-12T20:45:31.034Z,2026-07-12T20:45:31.034Z,35,35
HCP0704,13,7,6,0.8571,53.0,90.0,5.0,10.0,2026-07-12T21:45:31.034Z,2026-07-12T21:45:31.034Z,35,35
HCP0710,10,5,5,1.0000,63.8,96.0,2.0,4.0,2026-06-28T19:08:16.551Z,2026-06-28T19:08:16.551Z,49,49
HCP0719,7,4,3,0.7500,38.33,68.0,4.0,1.0,2026-05-09T17:57:55.862Z,2026-05-09T17:57:55.862Z,99,99
HCP0724,5,3,2,0.6667,37.0,42.0,1.0,3.0,2026-06-26T14:08:16.551Z,2026-02-13T02:14:28.965Z,184,51
HCP0741,4,3,1,0.3333,41.0,41.0,3.0,2.0,2026-03-30T08:02:04.137Z,2026-03-13T11:28:57.931Z,156,139
HCP0787,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-03-12T23:06:12.413Z,null,null,157
HCP0791,5,3,2,0.6667,31.0,33.0,1.0,0.0,2026-07-11T00:04:08.275Z,2026-02-20T07:33:06.206Z,177,36
HCP0805,7,5,2,0.4000,80.0,113.0,0.0,0.0,2026-07-20T05:22:45.517Z,2026-06-21T10:49:39.310Z,56,27
HCP0879,6,3,3,1.0000,45.67,58.0,6.0,4.0,2026-07-20T03:04:08.275Z,2026-07-20T03:04:08.275Z,27,27
HCP0880,9,5,4,0.8000,55.25,99.0,4.0,6.0,2026-07-12T23:45:31.034Z,2026-07-12T23:45:31.034Z,35,35
HCP0884,5,3,2,0.6667,38.0,48.0,0.0,7.0,2026-04-18T08:02:04.137Z,2026-04-18T08:02:04.137Z,120,120
HCP0909,2,1,1,1.0000,41.0,41.0,0.0,0.0,2026-08-10T12:00:00.000Z,2026-08-10T12:00:00.000Z,6,6
HCP0914,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-05-05T22:16:33.103Z,null,null,103
HCP0934,7,5,2,0.4000,49.0,78.0,4.0,3.0,2026-05-02T14:39:18.620Z,2026-05-02T14:39:18.620Z,106,106
HCP0936,10,6,4,0.6667,47.5,90.0,0.0,2.0,2026-08-04T09:00:00.000Z,2026-05-17T00:16:33.103Z,91,12
HCP0942,10,5,5,1.0000,60.4,106.0,4.0,7.0,2026-07-05T17:26:53.793Z,2026-07-05T17:26:53.793Z,42,42
HCP0953,6,3,3,1.0000,48.0,63.0,0.0,4.0,2026-06-14T06:31:02.068Z,2026-06-14T06:31:02.068Z,63,63
HCP0979,8,4,4,1.0000,40.25,64.0,0.0,2.0,2026-06-14T13:31:02.068Z,2026-06-14T13:31:02.068Z,63,63
HCP1018,4,2,2,1.0000,64.0,92.0,5.0,4.0,2026-07-20T06:04:08.275Z,2026-07-20T06:04:08.275Z,27,27
HCP1057,11,6,5,0.8333,33.8,44.0,0.0,0.0,2026-07-27T02:22:45.517Z,2026-07-27T02:22:45.517Z,20,20
HCP1075,7,4,3,0.7500,54.67,72.0,3.0,2.0,2026-08-10T13:00:00.000Z,2026-08-10T13:00:00.000Z,6,6
HCP1083,4,2,2,1.0000,47.5,58.0,4.0,2.0,2026-06-28T19:08:16.551Z,2026-06-28T19:08:16.551Z,49,49
HCP1101,2,1,1,1.0000,37.0,37.0,1.0,3.0,2026-01-29T19:37:14.482Z,2026-01-29T19:37:14.482Z,199,199
HCP1110,5,3,2,0.6667,40.0,48.0,4.0,8.0,2026-06-07T11:49:39.310Z,2026-03-06T10:10:20.689Z,163,70
HCP1145,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-06-07T12:31:02.068Z,null,null,70
HCP1158,6,3,3,1.0000,56.0,78.0,0.0,3.0,2026-07-05T17:26:53.793Z,2026-07-05T17:26:53.793Z,42,42
HCP1164,5,3,2,0.6667,53.5,69.0,4.0,5.0,2026-05-31T02:53:47.586Z,2026-05-31T02:53:47.586Z,77,77
HCP1175,4,3,1,0.3333,42.0,42.0,0.0,0.0,2026-06-13T14:49:39.310Z,2026-03-13T12:28:57.931Z,156,64
HCP1181,5,3,2,0.6667,70.0,85.0,0.0,2.0,2026-06-09T05:31:02.068Z,2026-03-20T17:47:35.172Z,149,68
HCP1196,4,2,2,1.0000,63.0,73.0,0.0,2.0,2026-05-24T01:35:10.344Z,2026-05-24T01:35:10.344Z,84,84
HCP1212,4,3,1,0.3333,102.0,102.0,0.0,4.0,2026-07-20T05:04:08.275Z,2026-07-20T05:04:08.275Z,27,27
HCP1275,4,3,1,0.3333,53.0,53.0,3.0,0.0,2026-07-08T00:45:31.034Z,2026-03-13T11:28:57.931Z,156,39
HCP1313,3,2,1,0.5000,60.0,60.0,0.0,0.0,2026-07-16T02:22:45.517Z,2026-03-20T18:47:35.172Z,149,31
HCP1330,3,2,1,0.5000,50.0,50.0,3.0,2.0,2026-02-13T09:51:43.448Z,2026-01-15T15:00:00.000Z,213,184
HCP1351,5,4,1,0.2500,42.0,42.0,0.0,0.0,2026-06-13T12:08:16.551Z,2026-05-09T13:57:55.862Z,99,64
HCP1360,2,1,1,1.0000,22.0,22.0,2.0,4.0,2026-02-20T05:33:06.206Z,2026-02-20T05:33:06.206Z,177,177
HCP1364,4,2,2,1.0000,29.0,36.0,4.0,5.0,2026-06-14T09:31:02.068Z,2026-06-14T09:31:02.068Z,63,63
HCP1365,9,5,4,0.8000,57.5,82.0,3.0,11.0,2026-08-05T15:00:00.000Z,2026-07-20T04:04:08.275Z,27,11
HCP1367,9,5,4,0.8000,48.75,105.0,0.0,2.0,2026-07-01T06:04:08.275Z,2026-06-07T08:12:24.827Z,70,46
HCP1377,4,2,2,1.0000,54.0,67.0,0.0,4.0,2026-04-25T10:20:41.379Z,2026-04-25T10:20:41.379Z,113,113
HCP1388,11,6,5,0.8333,43.6,55.0,2.0,3.0,2026-07-13T00:45:31.034Z,2026-07-13T00:45:31.034Z,34,34
HCP1389,5,3,2,0.6667,33.5,42.0,0.0,2.0,2026-06-20T19:08:16.551Z,2026-04-04T03:24:49.655Z,134,57
HCP1415,1,1,0,0.0000,0.0,0.0,0.0,0.0,2026-01-13T20:18:37.241Z,null,null,215
