hcp_id,total_veeva_interactions,in_person_visits,phone_calls,virtual_meetings,completed_interactions,cancelled_interactions,no_show_interactions,avg_interaction_duration_minutes,max_interaction_duration_minutes,followups_required,last_veeva_activity,last_veeva_engagement,days_since_last_veeva_engagement,days_since_last_veeva_activity
HCP1836,10,4,2,4,10,0,0,29.9,54.0,3,2026-08-05T11:17:18.000Z,2026-08-05T11:17:18.000Z,11,11
HCP1838,3,2,0,1,2,1,0,35.33,58.0,1,2026-06-25T06:02:32.000Z,2026-06-25T06:02:32.000Z,52,52
HCP1842,3,2,1,0,3,0,0,31.0,44.0,3,2026-07-14T14:01:36.000Z,2026-07-14T14:01:36.000Z,33,33
HCP1869,12,8,2,2,11,1,0,38.83,60.0,5,2026-07-24T02:38:29.000Z,2026-07-24T02:38:29.000Z,23,23
HCP1906,6,3,1,2,6,0,0,30.83,44.0,4,2026-08-13T03:27:09.000Z,2026-08-13T03:27:09.000Z,3,3
HCP1918,9,7,1,1,9,0,0,39.11,59.0,1,2026-08-06T11:05:52.000Z,2026-08-06T11:05:52.000Z,10,10
HCP1925,4,3,0,1,4,0,0,33.0,39.0,1,2026-05-30T14:20:49.000Z,2026-05-30T14:20:49.000Z,78,78
HCP1942,7,2,4,1,6,0,1,22.86,48.0,1,2026-08-12T16:17:06.000Z,2026-08-12T16:17:06.000Z,4,4
HCP1968,9,6,2,1,9,0,0,33.56,54.0,4,2026-08-08T06:38:43.000Z,2026-08-08T06:38:43.000Z,8,8
HCP1981,10,1,5,4,9,1,0,23.9,51.0,5,2026-08-07T13:13:37.000Z,2026-08-07T13:13:37.000Z,9,9
HCP1984,12,6,2,4,10,1,1,31.08,59.0,7,2026-08-14T05:15:20.000Z,2026-08-14T05:15:20.000Z,2,2
HCP1988,8,8,0,0,7,1,0,36.13,55.0,4,2026-08-06T16:14:44.000Z,2026-08-06T16:14:44.000Z,10,10
HCP1994,3,0,2,1,3,0,0,19.0,26.0,1,2026-07-12T01:54:47.000Z,2026-07-12T01:54:47.000Z,35,35
HCP1998,3,2,1,0,2,1,0,33.33,51.0,1,2026-07-21T18:33:15.000Z,2026-07-21T18:33:15.000Z,26,26
HCP0032,9,4,3,2,9,0,0,27.56,55.0,4,2026-08-10T15:55:41.000Z,2026-08-10T15:55:41.000Z,6,6
HCP0035,7,2,2,3,6,0,1,29.57,57.0,1,2026-07-29T21:48:10.000Z,2026-07-29T21:48:10.000Z,18,18
HCP0039,3,1,1,1,3,0,0,25.33,43.0,2,2026-02-17T06:37:16.000Z,2026-02-17T06:37:16.000Z,180,180
HCP0049,3,1,2,0,2,1,0,27.67,52.0,0,2026-05-27T07:16:18.000Z,2026-05-27T07:16:18.000Z,81,81
HCP0063,9,6,2,1,7,0,2,34.67,60.0,5,2026-08-08T15:32:05.000Z,2026-08-08T15:32:05.000Z,8,8
HCP0067,3,2,0,1,3,0,0,48.67,51.0,0,2026-05-28T05:01:28.000Z,2026-05-28T05:01:28.000Z,80,80
HCP0080,7,3,1,3,6,0,1,31.71,54.0,2,2026-08-07T17:49:39.000Z,2026-08-07T17:49:39.000Z,9,9
HCP0104,9,6,3,0,9,0,0,30.0,50.0,4,2026-08-04T23:41:48.000Z,2026-08-04T23:41:48.000Z,12,12
HCP0105,12,6,2,4,12,0,0,34.08,48.0,8,2026-07-17T23:03:21.000Z,2026-07-17T23:03:21.000Z,30,30
HCP0116,11,8,1,2,9,2,0,36.45,54.0,8,2026-08-13T13:00:02.000Z,2026-08-11T14:49:40.000Z,5,3
HCP0139,9,3,4,2,8,0,1,25.11,58.0,2,2026-08-14T15:56:51.000Z,2026-08-14T15:56:51.000Z,2,2
HCP0148,10,5,5,0,8,1,1,27.7,57.0,4,2026-08-12T12:44:28.000Z,2026-07-21T07:14:46.000Z,26,4
HCP0195,14,6,6,2,12,2,0,28.21,50.0,5,2026-07-23T23:09:32.000Z,2026-07-23T23:09:32.000Z,24,24
HCP0219,7,4,3,0,7,0,0,25.86,49.0,4,2026-07-28T19:57:37.000Z,2026-07-28T19:57:37.000Z,19,19
HCP0248,8,4,3,1,7,1,0,31.63,56.0,2,2026-07-09T03:50:07.000Z,2026-07-09T03:50:07.000Z,38,38
HCP0254,5,2,0,3,5,0,0,41.4,55.0,2,2026-08-06T07:57:50.000Z,2026-08-06T07:57:50.000Z,10,10
HCP0292,4,3,1,0,4,0,0,29.5,50.0,1,2026-07-17T21:08:20.000Z,2026-07-17T21:08:20.000Z,30,30
HCP0300,14,6,5,3,13,1,0,29.79,60.0,9,2026-07-16T10:55:39.000Z,2026-07-16T10:55:39.000Z,31,31
HCP0305,12,6,2,4,12,0,0,35.08,60.0,6,2026-07-30T15:27:33.000Z,2026-07-30T15:27:33.000Z,17,17
HCP0319,7,0,3,4,6,1,0,21.57,41.0,5,2026-07-22T04:59:11.000Z,2026-07-22T04:59:11.000Z,25,25
HCP0320,4,3,0,1,4,0,0,44.0,56.0,1,2026-08-08T00:10:31.000Z,2026-08-08T00:10:31.000Z,8,8
HCP0325,9,3,3,3,6,2,1,26.67,40.0,3,2026-08-02T09:51:00.000Z,2026-07-07T05:13:09.000Z,40,14
HCP0376,5,3,0,2,5,0,0,42.6,60.0,3,2026-07-24T17:34:39.000Z,2026-07-24T17:34:39.000Z,23,23
HCP0383,5,3,0,2,5,0,0,38.4,51.0,2,2026-08-02T15:04:32.000Z,2026-08-02T15:04:32.000Z,14,14
HCP0390,5,3,2,0,4,1,0,21.6,30.0,4,2026-07-31T17:47:57.000Z,2026-07-31T17:47:57.000Z,16,16
HCP0397,11,7,3,1,9,1,1,34.27,58.0,6,2026-08-09T00:40:18.000Z,2026-08-09T00:40:18.000Z,7,7
HCP0400,5,4,1,0,5,0,0,31.6,51.0,3,2026-08-13T10:11:23.000Z,2026-08-13T10:11:23.000Z,3,3
HCP0406,7,4,2,1,7,0,0,38.71,60.0,4,2026-08-02T12:22:20.000Z,2026-08-02T12:22:20.000Z,14,14
HCP0408,7,3,2,2,7,0,0,25.57,44.0,3,2026-07-08T04:07:56.000Z,2026-07-08T04:07:56.000Z,39,39
HCP0416,6,4,2,0,4,1,1,33.83,52.0,1,2026-08-11T19:43:01.000Z,2026-08-11T19:43:01.000Z,5,5
HCP0433,10,4,3,3,7,2,1,30.7,53.0,5,2026-07-27T21:21:28.000Z,2026-07-27T21:21:28.000Z,20,20
HCP0456,11,5,3,3,9,1,1,30.82,54.0,5,2026-07-22T03:19:08.000Z,2026-07-22T01:36:34.000Z,25,25
HCP0495,11,5,4,2,10,1,0,29.91,52.0,7,2026-08-05T06:16:57.000Z,2026-08-05T06:16:57.000Z,11,11
HCP0500,8,6,0,2,8,0,0,44.5,60.0,2,2026-07-27T19:31:48.000Z,2026-07-27T19:31:48.000Z,20,20
HCP0512,4,3,1,0,4,0,0,31.5,50.0,2,2026-06-27T23:23:23.000Z,2026-06-27T23:23:23.000Z,50,50
HCP0560,8,4,4,0,7,1,0,26.63,59.0,5,2026-08-11T13:50:59.000Z,2026-08-11T13:50:59.000Z,5,5
HCP0573,10,6,1,3,8,2,0,39.7,55.0,5,2026-08-09T14:43:53.000Z,2026-08-09T14:43:53.000Z,7,7
HCP0601,12,7,3,2,10,1,1,36.25,58.0,4,2026-07-26T12:15:37.000Z,2026-07-10T20:58:15.000Z,37,21
HCP0616,6,2,2,2,5,1,0,32.17,57.0,2,2026-07-19T21:19:21.000Z,2026-07-19T21:19:21.000Z,28,28
HCP0621,4,1,1,2,4,0,0,29.0,39.0,0,2026-06-27T10:40:20.000Z,2026-06-27T10:40:20.000Z,50,50
HCP0649,4,4,0,0,2,1,1,46.0,59.0,2,2026-08-10T01:57:05.000Z,2026-08-10T01:57:05.000Z,6,6
HCP0688,4,1,3,0,4,0,0,18.5,40.0,2,2026-07-24T17:25:36.000Z,2026-07-24T17:25:36.000Z,23,23
HCP0699,10,4,3,3,8,2,0,31.0,57.0,5,2026-06-29T08:32:09.000Z,2026-06-29T08:32:09.000Z,48,48
HCP0729,3,2,1,0,3,0,0,33.0,40.0,1,2026-02-10T17:50:33.000Z,2026-02-10T17:50:33.000Z,187,187
HCP0762,5,3,1,1,5,0,0,36.0,59.0,4,2026-08-09T09:45:08.000Z,2026-08-09T09:45:08.000Z,7,7
HCP0807,8,5,2,1,6,2,0,34.25,49.0,1,2026-08-12T16:06:33.000Z,2026-08-12T16:06:33.000Z,4,4
HCP0815,10,4,4,2,10,0,0,24.7,56.0,5,2026-07-31T12:33:55.000Z,2026-07-31T12:33:55.000Z,16,16
HCP0832,11,5,1,5,8,1,2,31.45,53.0,3,2026-08-02T13:00:44.000Z,2026-08-02T13:00:44.000Z,14,14
HCP0856,11,6,3,2,10,0,1,34.73,59.0,6,2026-08-01T05:45:55.000Z,2026-08-01T05:45:55.000Z,15,15
HCP0863,5,2,0,3,4,1,0,34.4,47.0,3,2026-06-28T18:25:38.000Z,2026-06-28T18:25:38.000Z,49,49
HCP0866,6,4,1,1,4,2,0,35.0,56.0,3,2026-07-25T07:05:35.000Z,2026-07-25T07:05:35.000Z,22,22
HCP0868,12,4,6,2,9,2,1,25.0,53.0,7,2026-08-08T12:15:55.000Z,2026-08-08T12:15:55.000Z,8,8
HCP0877,9,5,4,0,8,1,0,26.78,57.0,6,2026-07-25T17:20:12.000Z,2026-07-25T17:20:12.000Z,22,22
HCP0893,4,2,2,0,3,0,1,23.0,44.0,3,2026-04-22T18:55:05.000Z,2026-04-22T18:55:05.000Z,116,116
HCP0910,3,1,1,1,3,0,0,36.0,58.0,1,2026-06-25T10:07:08.000Z,2026-06-25T10:07:08.000Z,52,52
HCP0919,7,3,3,1,7,0,0,19.29,31.0,3,2026-07-21T21:30:02.000Z,2026-07-21T21:30:02.000Z,26,26
HCP0948,3,0,2,1,3,0,0,20.67,34.0,1,2026-07-09T15:04:12.000Z,2026-07-09T15:04:12.000Z,38,38
HCP0967,8,5,1,2,7,0,1,34.75,56.0,3,2026-08-08T17:01:33.000Z,2026-08-08T17:01:33.000Z,8,8
HCP0977,8,4,2,2,7,1,0,32.5,47.0,3,2026-08-06T13:32:46.000Z,2026-08-06T13:32:46.000Z,10,10
HCP0999,11,4,4,3,10,1,0,30.73,60.0,5,2026-08-01T05:07:08.000Z,2026-08-01T05:07:08.000Z,15,15
HCP1026,3,3,0,0,3,0,0,42.67,58.0,0,2026-04-09T11:31:36.000Z,2026-04-09T11:31:36.000Z,129,129
HCP1032,14,11,1,2,12,2,0,41.86,60.0,5,2026-08-07T01:59:27.000Z,2026-08-07T01:59:27.000Z,9,9
HCP1044,8,6,1,1,6,1,1,46.75,58.0,2,2026-06-27T19:40:11.000Z,2026-06-17T01:41:41.000Z,60,50
HCP1049,4,3,1,0,3,0,1,40.0,56.0,3,2026-08-12T02:13:29.000Z,2026-08-12T02:13:29.000Z,4,4
HCP1092,5,0,5,0,3,1,1,14.2,20.0,2,2026-06-04T22:56:10.000Z,2026-06-04T22:56:10.000Z,73,73
HCP1099,4,1,2,1,4,0,0,23.5,42.0,1,2026-07-10T09:45:30.000Z,2026-07-10T09:45:30.000Z,37,37
HCP1116,4,1,2,1,4,0,0,17.0,33.0,0,2026-08-02T17:52:31.000Z,2026-08-02T17:52:31.000Z,14,14
HCP1118,5,3,1,1,2,1,2,38.2,55.0,1,2026-07-21T02:41:54.000Z,2026-05-24T12:04:11.000Z,84,26
HCP1123,11,5,4,2,10,1,0,32.55,58.0,6,2026-08-01T05:14:28.000Z,2026-08-01T05:14:28.000Z,15,15
HCP1128,8,5,2,1,6,1,1,34.88,55.0,2,2026-07-04T21:40:59.000Z,2026-07-04T21:40:59.000Z,43,43
HCP1129,7,5,1,1,6,1,0,35.14,47.0,2,2026-08-14T19:57:24.000Z,2026-08-14T19:57:24.000Z,2,2
HCP1147,4,3,1,0,3,1,0,33.5,59.0,2,2026-08-01T22:16:06.000Z,2026-08-01T22:16:06.000Z,15,15
HCP1150,6,4,2,0,5,1,0,27.0,51.0,2,2026-07-18T10:08:20.000Z,2026-07-18T10:08:20.000Z,29,29
HCP1157,6,3,3,0,6,0,0,28.0,57.0,3,2026-06-30T22:03:04.000Z,2026-06-30T22:03:04.000Z,47,47
HCP1165,8,6,2,0,7,0,1,38.13,59.0,0,2026-04-22T03:54:17.000Z,2026-04-22T03:54:17.000Z,116,116
HCP1168,9,8,0,1,6,2,1,43.11,59.0,2,2026-07-29T10:03:02.000Z,2026-07-29T10:03:02.000Z,18,18
HCP1182,5,2,2,1,4,1,0,30.8,57.0,1,2026-07-17T14:05:48.000Z,2026-07-17T14:05:48.000Z,30,30
HCP1204,11,6,4,1,10,0,1,28.73,49.0,5,2026-08-04T18:14:53.000Z,2026-08-04T18:14:53.000Z,12,12
HCP1237,10,4,5,1,10,0,0,25.5,53.0,5,2026-05-22T06:32:18.000Z,2026-05-22T06:32:18.000Z,86,86
HCP1246,7,4,1,2,6,0,1,30.86,42.0,2,2026-08-11T07:57:21.000Z,2026-08-11T07:57:21.000Z,5,5
HCP1250,8,4,1,3,7,1,0,33.63,58.0,4,2026-08-05T02:37:10.000Z,2026-08-05T02:37:10.000Z,11,11
HCP1272,8,3,1,4,7,0,1,30.38,57.0,2,2026-07-04T05:43:15.000Z,2026-07-04T05:43:15.000Z,43,43
HCP1274,7,3,4,0,6,1,0,28.0,55.0,2,2026-08-10T22:50:12.000Z,2026-08-10T22:50:12.000Z,6,6
HCP1277,11,4,5,2,11,0,0,23.45,41.0,3,2026-07-14T04:49:06.000Z,2026-07-14T04:49:06.000Z,33,33
HCP1281,11,4,3,4,9,0,2,29.91,55.0,4,2026-07-27T19:57:16.000Z,2026-07-27T19:57:16.000Z,20,20
HCP1298,4,2,1,1,3,1,0,34.75,55.0,3,2026-07-24T16:14:32.000Z,2026-07-09T07:18:56.000Z,38,23
HCP1304,8,5,1,2,6,1,1,35.75,56.0,3,2026-08-04T05:32:59.000Z,2026-07-24T01:01:53.000Z,23,12
HCP1310,11,8,3,0,10,0,1,32.36,46.0,4,2026-08-04T01:26:38.000Z,2026-08-04T01:26:38.000Z,12,12
HCP1324,6,1,4,1,5,0,1,17.0,39.0,2,2026-07-27T20:41:05.000Z,2026-07-27T20:41:05.000Z,20,20
HCP1338,9,6,3,0,9,0,0,34.33,58.0,0,2026-08-02T07:29:35.000Z,2026-08-02T07:29:35.000Z,14,14
HCP1402,5,2,2,1,5,0,0,29.6,59.0,2,2026-08-08T18:29:17.000Z,2026-08-08T18:29:17.000Z,8,8
HCP1456,8,3,4,1,8,0,0,27.25,60.0,3,2026-08-01T02:09:36.000Z,2026-08-01T02:09:36.000Z,15,15
HCP1470,11,6,3,2,10,1,0,33.36,59.0,5,2026-08-03T23:04:44.000Z,2026-08-03T23:04:44.000Z,13,13
HCP1498,10,5,2,3,10,0,0,37.2,58.0,8,2026-08-11T05:21:40.000Z,2026-08-11T05:21:40.000Z,5,5
HCP1565,6,1,3,2,5,0,1,21.5,43.0,1,2026-08-10T19:57:51.000Z,2026-08-10T19:57:51.000Z,6,6
HCP1573,7,3,0,4,3,2,2,38.14,56.0,1,2026-08-09T17:23:09.000Z,2026-04-13T15:28:59.000Z,125,7
HCP1578,4,2,2,0,3,1,0,31.25,51.0,1,2026-07-24T09:48:43.000Z,2026-07-24T09:48:43.000Z,23,23
HCP1591,6,3,1,2,6,0,0,36.67,57.0,3,2026-08-03T03:12:06.000Z,2026-08-03T03:12:06.000Z,13,13
HCP1604,12,3,4,5,11,0,1,27.58,55.0,7,2026-07-07T23:21:20.000Z,2026-07-07T23:21:20.000Z,40,40
HCP1636,8,4,2,2,7,0,1,28.5,48.0,3,2026-08-10T10:25:23.000Z,2026-07-30T19:14:12.000Z,17,6
HCP1644,10,2,4,4,10,0,0,22.8,41.0,5,2026-08-07T08:14:24.000Z,2026-08-07T08:14:24.000Z,9,9
HCP1666,8,6,1,1,8,0,0,38.38,58.0,3,2026-07-27T11:13:57.000Z,2026-07-27T11:13:57.000Z,20,20
HCP1685,9,6,1,2,9,0,0,38.11,58.0,4,2026-07-20T06:03:39.000Z,2026-07-20T06:03:39.000Z,27,27
HCP1692,5,2,1,2,5,0,0,25.2,43.0,1,2026-05-10T14:24:33.000Z,2026-05-10T14:24:33.000Z,98,98
HCP1717,7,3,2,2,6,1,0,31.0,57.0,3,2026-07-13T23:00:19.000Z,2026-07-13T23:00:19.000Z,34,34
HCP1757,8,7,1,0,7,0,1,44.38,56.0,2,2026-07-27T20:06:14.000Z,2026-07-27T20:06:14.000Z,20,20
HCP1770,9,3,5,1,7,1,1,26.89,55.0,4,2026-08-11T14:14:18.000Z,2026-08-11T14:14:18.000Z,5,5
HCP1784,9,6,1,2,7,2,0,34.67,57.0,4,2026-08-13T12:44:11.000Z,2026-08-13T12:44:11.000Z,3,3
HCP1798,6,3,1,2,5,1,0,35.83,49.0,3,2026-07-29T09:16:28.000Z,2026-07-29T09:16:28.000Z,18,18
HCP1803,4,1,2,1,4,0,0,27.25,47.0,3,2026-05-19T00:18:35.000Z,2026-05-19T00:18:35.000Z,89,89
HCP1817,3,3,0,0,3,0,0,38.0,53.0,1,2026-06-27T04:49:24.000Z,2026-06-27T04:49:24.000Z,50,50
HCP1820,11,4,5,2,10,1,0,26.27,60.0,4,2026-08-04T13:11:10.000Z,2026-07-29T19:38:16.000Z,18,12
HCP1821,9,5,3,1,9,0,0,31.0,51.0,3,2026-08-05T14:51:38.000Z,2026-08-05T14:51:38.000Z,11,11
HCP1829,11,7,3,1,11,0,0,33.91,47.0,7,2026-08-06T02:01:11.000Z,2026-08-06T02:01:11.000Z,10,10
HCP1833,11,7,3,1,10,0,1,33.64,57.0,5,2026-08-08T16:05:49.000Z,2026-07-26T17:43:19.000Z,21,8
HCP1837,8,6,1,1,7,1,0,39.75,59.0,2,2026-08-10T00:30:53.000Z,2026-08-10T00:30:53.000Z,6,6
HCP1857,6,1,5,0,6,0,0,14.33,32.0,2,2026-07-13T11:14:40.000Z,2026-07-13T11:14:40.000Z,34,34
HCP1877,5,5,0,0,5,0,0,43.8,57.0,3,2026-08-01T17:26:46.000Z,2026-08-01T17:26:46.000Z,15,15
HCP1889,3,3,0,0,2,1,0,42.0,51.0,2,2026-04-17T11:09:11.000Z,2026-02-16T09:34:01.000Z,181,121
HCP1900,11,3,6,2,9,0,2,24.73,50.0,3,2026-08-13T20:58:19.000Z,2026-07-18T08:39:55.000Z,29,3
HCP1904,6,5,1,0,5,0,1,34.33,51.0,2,2026-08-05T21:22:43.000Z,2026-08-05T21:22:43.000Z,11,11
HCP1916,8,4,4,0,7,1,0,29.75,60.0,2,2026-07-27T17:20:44.000Z,2026-07-27T17:20:44.000Z,20,20
HCP1975,5,3,1,1,5,0,0,33.4,52.0,2,2026-06-26T14:29:28.000Z,2026-06-26T14:29:28.000Z,51,51
HCP1979,4,3,1,0,4,0,0,34.25,53.0,2,2026-07-25T18:37:28.000Z,2026-07-25T18:37:28.000Z,22,22
HCP1993,8,3,3,2,6,1,1,28.75,55.0,3,2026-08-02T20:53:30.000Z,2026-06-25T18:02:24.000Z,52,14
HCP0008,4,3,0,1,4,0,0,36.75,60.0,1,2026-08-05T12:00:14.000Z,2026-08-05T12:00:14.000Z,11,11
HCP0011,10,5,3,2,9,1,0,31.0,58.0,3,2026-06-14T14:07:20.000Z,2026-06-06T10:35:41.000Z,71,63
HCP0030,4,3,1,0,4,0,0,33.5,50.0,2,2026-07-06T05:39:11.000Z,2026-07-06T05:39:11.000Z,41,41
HCP0037,4,3,0,1,3,1,0,35.75,56.0,1,2026-06-01T06:12:08.000Z,2026-06-01T06:12:08.000Z,76,76
HCP0054,6,4,1,1,5,1,0,40.67,59.0,4,2026-07-07T11:19:40.000Z,2026-07-07T11:19:40.000Z,40,40
HCP0075,6,4,1,1,6,0,0,33.0,48.0,5,2026-06-23T05:50:20.000Z,2026-06-23T05:50:20.000Z,54,54
HCP0076,4,2,1,1,4,0,0,30.75,46.0,1,2026-08-14T08:31:00.000Z,2026-08-14T08:31:00.000Z,2,2
HCP0118,6,4,1,1,5,0,1,32.17,58.0,2,2026-04-15T04:50:43.000Z,2026-04-15T04:50:43.000Z,123,123
HCP0119,5,3,1,1,5,0,0,35.4,56.0,2,2026-07-24T02:18:05.000Z,2026-07-24T02:18:05.000Z,23,23
HCP0166,9,4,2,3,8,1,0,39.33,56.0,1,2026-06-11T20:41:38.000Z,2026-06-11T20:41:38.000Z,66,66
HCP0214,9,6,2,1,8,1,0,30.22,57.0,2,2026-08-02T19:36:32.000Z,2026-08-02T19:36:32.000Z,14,14
HCP0222,3,2,0,1,2,0,1,34.67,45.0,0,2026-02-13T14:05:08.000Z,2026-02-04T04:53:26.000Z,193,184
HCP0276,5,2,0,3,3,1,1,34.0,43.0,1,2026-06-25T20:16:40.000Z,2026-06-25T20:16:40.000Z,52,52
HCP0278,4,2,1,1,4,0,0,22.0,34.0,3,2026-08-03T11:19:13.000Z,2026-08-03T11:19:13.000Z,13,13
HCP0315,7,3,2,2,6,1,0,31.43,58.0,4,2026-06-26T02:48:46.000Z,2026-06-26T02:48:46.000Z,51,51
HCP0350,10,6,3,1,9,0,1,35.9,58.0,4,2026-08-11T12:20:15.000Z,2026-08-11T12:20:15.000Z,5,5
HCP0351,7,2,3,2,7,0,0,28.86,50.0,2,2026-08-09T13:25:19.000Z,2026-08-09T13:25:19.000Z,7,7
HCP0381,8,4,3,1,7,0,1,30.25,52.0,3,2026-07-21T16:09:37.000Z,2026-07-21T16:09:37.000Z,26,26
HCP0387,5,3,1,1,5,0,0,43.2,59.0,2,2026-08-10T04:40:52.000Z,2026-08-10T04:40:52.000Z,6,6
HCP0411,7,3,2,2,7,0,0,34.29,58.0,2,2026-06-28T01:47:05.000Z,2026-06-28T01:47:05.000Z,49,49
HCP0412,4,1,2,1,4,0,0,22.75,43.0,3,2026-06-11T17:45:32.000Z,2026-06-11T17:45:32.000Z,66,66
HCP0425,7,2,2,3,6,1,0,31.86,57.0,3,2026-07-25T21:35:52.000Z,2026-07-25T21:35:52.000Z,22,22
HCP0443,7,3,2,2,5,1,1,30.43,52.0,4,2026-05-22T03:49:39.000Z,2026-05-22T03:49:39.000Z,86,86
HCP0460,6,2,2,2,5,0,1,25.83,55.0,2,2026-07-04T23:26:44.000Z,2026-07-04T23:26:44.000Z,43,43
HCP0465,4,4,0,0,4,0,0,32.5,38.0,4,2026-07-28T22:00:12.000Z,2026-07-28T22:00:12.000Z,19,19
HCP0475,5,3,0,2,3,2,0,43.0,60.0,1,2026-07-13T06:47:54.000Z,2026-07-13T06:47:54.000Z,34,34
HCP0483,5,2,3,0,4,0,1,21.8,42.0,4,2026-08-07T21:13:18.000Z,2026-04-22T02:44:18.000Z,116,9
HCP0551,8,4,2,2,6,1,1,32.25,59.0,2,2026-08-04T13:17:59.000Z,2026-08-04T13:17:59.000Z,12,12
HCP0557,6,2,1,3,6,0,0,26.17,56.0,2,2026-07-23T15:24:22.000Z,2026-07-23T15:24:22.000Z,24,24
HCP0562,3,0,2,1,3,0,0,22.33,28.0,1,2026-07-26T14:36:39.000Z,2026-07-26T14:36:39.000Z,21,21
HCP0578,10,5,2,3,9,1,0,36.2,58.0,4,2026-07-31T01:08:09.000Z,2026-07-31T01:08:09.000Z,16,16
HCP0632,11,3,6,2,9,1,1,24.09,54.0,4,2026-07-24T09:00:36.000Z,2026-07-24T09:00:36.000Z,23,23
HCP0648,7,5,2,0,7,0,0,28.29,43.0,2,2026-07-31T00:18:38.000Z,2026-07-31T00:18:38.000Z,16,16
HCP0704,8,6,2,0,5,3,0,28.63,44.0,3,2026-07-10T17:32:42.000Z,2026-07-10T17:32:42.000Z,37,37
HCP0710,9,2,1,6,8,0,1,33.22,59.0,3,2026-08-01T17:24:32.000Z,2026-08-01T17:24:32.000Z,15,15
HCP0719,6,1,3,2,5,1,0,20.5,34.0,2,2026-05-18T05:12:46.000Z,2026-05-18T05:12:46.000Z,90,90
HCP0724,9,5,2,2,9,0,0,34.89,60.0,6,2026-08-11T01:42:28.000Z,2026-08-11T01:42:28.000Z,5,5
HCP0741,11,6,1,4,10,0,1,36.55,57.0,6,2026-07-21T12:53:12.000Z,2026-07-21T12:53:12.000Z,26,26
HCP0787,9,4,4,1,9,0,0,29.0,43.0,3,2026-07-31T15:51:06.000Z,2026-07-31T15:51:06.000Z,16,16
HCP0791,9,7,1,1,8,0,1,35.89,52.0,4,2026-07-21T00:26:04.000Z,2026-07-14T15:17:53.000Z,33,26
HCP0805,4,1,2,1,2,2,0,22.25,33.0,1,2026-05-03T12:43:28.000Z,2026-05-03T12:43:28.000Z,105,105
HCP0879,5,3,1,1,4,0,1,35.8,51.0,2,2026-08-13T11:32:38.000Z,2026-08-13T11:32:38.000Z,3,3
HCP0880,5,2,2,1,5,0,0,34.4,60.0,4,2026-07-08T04:39:27.000Z,2026-07-08T04:39:27.000Z,39,39
HCP0884,7,3,3,1,7,0,0,26.14,46.0,4,2026-08-11T17:26:07.000Z,2026-08-11T17:26:07.000Z,5,5
HCP0909,9,5,2,2,5,1,3,31.22,59.0,2,2026-06-25T05:10:28.000Z,2026-05-09T20:27:16.000Z,99,52
HCP0914,9,5,3,1,9,0,0,29.44,58.0,3,2026-08-13T04:57:52.000Z,2026-08-13T04:57:52.000Z,3,3
HCP0934,9,4,2,3,9,0,0,33.11,57.0,6,2026-08-08T01:33:49.000Z,2026-08-08T01:33:49.000Z,8,8
HCP0936,7,2,4,1,6,1,0,20.43,51.0,4,2026-06-07T01:28:37.000Z,2026-06-07T01:28:37.000Z,70,70
HCP0942,9,6,2,1,8,1,0,33.33,57.0,4,2026-08-03T13:27:19.000Z,2026-08-03T13:27:19.000Z,13,13
HCP0953,10,3,4,3,9,1,0,25.4,56.0,2,2026-07-16T07:25:33.000Z,2026-07-16T07:25:33.000Z,31,31
HCP0979,5,0,4,1,5,0,0,16.4,30.0,1,2026-07-12T23:29:53.000Z,2026-07-12T23:29:53.000Z,35,35
HCP1018,4,3,0,1,4,0,0,33.25,35.0,3,2026-03-08T15:09:46.000Z,2026-03-08T15:09:46.000Z,161,161
HCP1057,6,1,4,1,5,1,0,18.83,38.0,1,2026-05-27T08:57:22.000Z,2026-05-27T08:57:22.000Z,81,81
HCP1075,7,4,2,1,6,1,0,29.86,58.0,5,2026-08-10T14:35:10.000Z,2026-08-10T14:35:10.000Z,6,6
HCP1083,11,5,4,2,9,2,0,31.18,60.0,5,2026-08-01T17:44:11.000Z,2026-08-01T17:44:11.000Z,15,15
HCP1101,11,5,4,2,10,1,0,26.18,46.0,2,2026-08-05T07:50:32.000Z,2026-08-05T07:50:32.000Z,11,11
HCP1110,12,6,2,4,12,0,0,33.83,59.0,8,2026-07-30T01:00:03.000Z,2026-07-30T01:00:03.000Z,17,17
HCP1145,10,5,3,2,10,0,0,27.9,54.0,3,2026-08-03T18:41:38.000Z,2026-08-03T18:41:38.000Z,13,13
HCP1158,10,6,3,1,9,1,0,34.0,56.0,4,2026-08-13T09:17:26.000Z,2026-08-13T09:17:26.000Z,3,3
HCP1164,11,2,6,3,10,1,0,23.73,43.0,5,2026-08-14T13:10:39.000Z,2026-08-14T13:10:39.000Z,2,2
HCP1175,3,1,1,1,3,0,0,27.0,35.0,0,2026-06-17T12:21:00.000Z,2026-06-17T12:21:00.000Z,60,60
HCP1181,11,3,6,2,10,1,0,22.82,48.0,6,2026-07-23T16:19:30.000Z,2026-07-23T16:19:30.000Z,24,24
HCP1196,10,7,1,2,10,0,0,31.2,49.0,4,2026-07-27T13:20:31.000Z,2026-07-27T13:20:31.000Z,20,20
HCP1212,8,3,1,4,7,1,0,28.0,50.0,5,2026-07-26T01:53:45.000Z,2026-07-26T01:53:45.000Z,21,21
