veeva_event_id,hcp_id,interaction_id,campaign_id,drug_id,interaction_type,interaction_timestamp,interaction_duration_minutes,interaction_status,interaction_purpose,discussion_topic,follow_up_required,follow_up_date,rep_id,territory,channel,source_system
VEEEVT00004179,HCP0600,INT0004179,CAMP0018,DRUG006,Virtual Meeting,2026-08-01 10:56:50,16,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP030,East,Representative,Veeva_CRM
VEEEVT00010892,HCP1554,INT0010892,CAMP0019,DRUG007,In-Person Visit,2026-08-01 10:57:28,54,Completed,Clinical Evidence,Patient Population,True,2026-08-05 10:57:28,REP027,West,Representative,Veeva_CRM
VEEEVT00005531,HCP0790,INT0005531,CAMP0020,DRUG007,In-Person Visit,2026-08-01 11:24:55,32,Cancelled,Clinical Evidence,Safety,False,,REP030,South,Representative,Veeva_CRM
VEEEVT00005252,HCP0751,INT0005252,CAMP0006,DRUG002,Phone Call,2026-08-01 11:42:52,5,Cancelled,Disease Education,Patient Population,False,,REP017,East,Representative,Veeva_CRM
VEEEVT00009575,HCP1366,INT0009575,CAMP0009,DRUG003,In-Person Visit,2026-08-01 12:13:45,59,Completed,Product Discussion,Clinical Evidence,True,2026-08-05 12:13:45,REP027,North,Representative,Veeva_CRM
VEEEVT00013186,HCP1877,INT0013186,CAMP0006,DRUG002,In-Person Visit,2026-08-01 12:24:25,44,Completed,Disease Education,Efficacy,True,2026-08-13 12:24:25,REP019,West,Representative,Veeva_CRM
VEEEVT00000529,HCP0079,INT0000529,CAMP0009,DRUG003,In-Person Visit,2026-08-01 12:44:02,30,Completed,Clinical Evidence,Patient Population,True,,REP020,North,Representative,Veeva_CRM
VEEEVT00004456,HCP0637,INT0004456,CAMP0002,DRUG001,In-Person Visit,2026-08-01 12:45:17,41,Completed,Product Discussion,Efficacy,False,,REP013,West,Representative,Veeva_CRM
VEEEVT00007407,HCP1058,INT0007407,CAMP0009,DRUG003,In-Person Visit,2026-08-01 12:46:53,46,Completed,Follow-up Discussion,Patient Population,True,2026-08-07 12:46:53,REP014,East,Representative,Veeva_CRM
VEEEVT00001785,HCP0257,INT0001785,CAMP0016,DRUG006,In-Person Visit,2026-08-01 13:31:19,55,Completed,Follow-up Discussion,Efficacy,True,2026-08-04 13:31:19,REP010,North,Representative,Veeva_CRM
VEEEVT00012214,HCP1739,INT0012214,CAMP0013,DRUG005,Phone Call,2026-08-01 14:00:03,12,Completed,Product Discussion,Treatment Guidelines,False,,REP012,East,Representative,Veeva_CRM
VEEEVT00013547,HCP1926,INT0013547,CAMP0013,DRUG005,In-Person Visit,2026-08-01 14:11:39,42,Completed,New Product Introduction,Treatment Guidelines,True,2026-08-09 14:11:39,REP021,North,Representative,Veeva_CRM
VEEEVT00001823,HCP0263,INT0001823,CAMP0019,DRUG007,In-Person Visit,2026-08-01 14:23:21,34,Completed,New Product Introduction,Clinical Evidence,False,,REP020,South,Representative,Veeva_CRM
VEEEVT00007428,HCP1062,INT0007428,CAMP0021,DRUG007,In-Person Visit,2026-08-01 14:30:11,27,Completed,Disease Education,Efficacy,True,2026-08-11 14:30:11,REP020,West,Representative,Veeva_CRM
VEEEVT00012377,HCP1762,INT0012377,CAMP0012,DRUG004,Phone Call,2026-08-01 14:34:08,20,Completed,Treatment Update,Clinical Evidence,True,2026-08-05 14:34:08,REP024,East,Representative,Veeva_CRM
VEEEVT00004173,HCP0599,INT0004173,CAMP0011,DRUG004,In-Person Visit,2026-08-01 15:48:04,34,Completed,Clinical Evidence,Clinical Evidence,True,2026-08-11 15:48:04,REP028,East,Representative,Veeva_CRM
VEEEVT00001266,HCP0185,INT0001266,CAMP0023,DRUG008,In-Person Visit,2026-08-01 15:56:43,52,Completed,Product Discussion,Clinical Evidence,False,,REP002,South,Representative,Veeva_CRM
VEEEVT00004955,HCP0710,INT0004955,CAMP0012,DRUG004,In-Person Visit,2026-08-01 17:24:32,59,Completed,New Product Introduction,Efficacy,False,,REP021,South,Representative,Veeva_CRM
VEEEVT00001580,HCP0229,INT0001580,CAMP0012,DRUG004,In-Person Visit,2026-08-01 17:24:33,30,Completed,Disease Education,Dosage,False,,REP009,South,Representative,Veeva_CRM
VEEEVT00013188,HCP1877,INT0013188,CAMP0005,DRUG002,In-Person Visit,2026-08-01 17:26:46,43,Completed,Clinical Evidence,Efficacy,True,2026-08-14 17:26:46,REP004,West,Representative,Veeva_CRM
VEEEVT00007591,HCP1083,INT0007591,CAMP0023,DRUG008,In-Person Visit,2026-08-01 17:44:11,48,Completed,Disease Education,Product Information,False,,REP016,East,Representative,Veeva_CRM
VEEEVT00000559,HCP0084,INT0000559,CAMP0002,DRUG001,Virtual Meeting,2026-08-01 18:09:49,25,Completed,New Product Introduction,Dosage,True,2026-08-09 18:09:49,REP003,West,Representative,Veeva_CRM
VEEEVT00003808,HCP0551,INT0003808,CAMP0011,DRUG004,Phone Call,2026-08-01 18:20:39,14,Completed,Clinical Evidence,Clinical Evidence,True,2026-08-12 18:20:39,REP025,East,Representative,Veeva_CRM
VEEEVT00011152,HCP1588,INT0011152,CAMP0008,DRUG003,In-Person Visit,2026-08-01 20:16:59,59,Completed,Clinical Evidence,Clinical Evidence,True,2026-08-11 20:16:59,REP026,North,Representative,Veeva_CRM
VEEEVT00007435,HCP1063,INT0007435,CAMP0007,DRUG003,In-Person Visit,2026-08-01 20:39:36,54,Completed,Disease Education,Dosage,True,2026-08-06 20:39:36,REP005,West,Representative,Veeva_CRM
VEEEVT00006757,HCP0964,INT0006757,CAMP0013,DRUG005,In-Person Visit,2026-08-01 20:44:41,54,Completed,Treatment Update,Dosage,True,2026-08-03 20:44:41,REP008,South,Representative,Veeva_CRM
VEEEVT00007787,HCP1109,INT0007787,CAMP0013,DRUG005,Phone Call,2026-08-01 20:45:53,14,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP022,North,Representative,Veeva_CRM
VEEEVT00001814,HCP0261,INT0001814,CAMP0002,DRUG001,In-Person Visit,2026-08-01 21:05:59,47,Completed,Treatment Update,Dosage,False,,REP024,South,Representative,Veeva_CRM
VEEEVT00003123,HCP0449,INT0003123,CAMP0002,DRUG001,Virtual Meeting,2026-08-01 21:23:47,16,Completed,Follow-up Discussion,Treatment Guidelines,True,2026-08-07 21:23:47,REP012,South,Representative,Veeva_CRM
VEEEVT00001861,HCP0271,INT0001861,CAMP0005,DRUG002,Virtual Meeting,2026-08-01 21:48:59,38,Cancelled,Clinical Evidence,Efficacy,False,,REP014,West,Representative,Veeva_CRM
VEEEVT00003944,HCP0570,INT0003944,CAMP0005,DRUG002,In-Person Visit,2026-08-01 21:53:58,36,Completed,New Product Introduction,Clinical Evidence,False,,REP030,North,Representative,Veeva_CRM
VEEEVT00004820,HCP0690,INT0004820,CAMP0022,DRUG008,In-Person Visit,2026-08-01 22:02:52,33,Completed,Product Discussion,Dosage,True,2026-08-08 22:02:52,REP027,East,Representative,Veeva_CRM
VEEEVT00008038,HCP1147,INT0008038,CAMP0014,DRUG005,In-Person Visit,2026-08-01 22:16:06,59,Completed,Clinical Evidence,Clinical Evidence,True,2026-08-06 22:16:06,REP009,South,Representative,Veeva_CRM
VEEEVT00007304,HCP1042,INT0007304,CAMP0018,DRUG006,Phone Call,2026-08-01 22:46:52,12,Completed,Disease Education,Product Information,True,2026-08-03 22:46:52,REP006,North,Representative,Veeva_CRM
VEEEVT00009415,HCP1345,INT0009415,CAMP0007,DRUG003,In-Person Visit,2026-08-01 22:53:49,53,Completed,Clinical Evidence,Efficacy,False,,REP019,South,Representative,Veeva_CRM
VEEEVT00002062,HCP0301,INT0002062,CAMP0014,DRUG005,Phone Call,2026-08-01 22:57:50,12,Completed,Disease Education,Clinical Evidence,True,2026-08-08 22:57:50,REP012,West,Representative,Veeva_CRM
VEEEVT00002480,HCP0357,INT0002480,CAMP0001,DRUG001,Phone Call,2026-08-01 23:00:57,7,Completed,Clinical Evidence,Patient Population,False,,REP028,North,Representative,Veeva_CRM
VEEEVT00008650,HCP1232,INT0008650,CAMP0003,DRUG001,In-Person Visit,2026-08-01 23:14:45,51,Completed,Treatment Update,Safety,False,,REP012,South,Representative,Veeva_CRM
VEEEVT00006581,HCP0940,INT0006581,CAMP0004,DRUG002,Phone Call,2026-08-01 23:44:30,14,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP010,East,Representative,Veeva_CRM
VEEEVT00005605,HCP0801,INT0005605,CAMP0015,DRUG005,Virtual Meeting,2026-08-02 01:49:12,29,Completed,Disease Education,Efficacy,True,2026-08-09 01:49:12,REP027,North,Representative,Veeva_CRM
VEEEVT00000226,HCP0032,INT0000226,CAMP0024,DRUG008,In-Person Visit,2026-08-02 01:51:55,25,Completed,Product Discussion,Product Information,True,2026-08-05 01:51:55,REP010,East,Representative,Veeva_CRM
VEEEVT00010139,HCP1447,INT0010139,CAMP0002,DRUG001,In-Person Visit,2026-08-02 02:51:41,33,Completed,Treatment Update,Product Information,True,2026-08-09 02:51:41,REP010,East,Representative,Veeva_CRM
VEEEVT00002217,HCP0323,INT0002217,CAMP0012,DRUG004,Phone Call,2026-08-02 02:57:30,18,Completed,Treatment Update,Treatment Guidelines,True,,REP014,South,Representative,Veeva_CRM
VEEEVT00000767,HCP0115,INT0000767,CAMP0010,DRUG004,Phone Call,2026-08-02 03:19:41,18,Completed,Follow-up Discussion,Safety,False,,REP014,South,Representative,Veeva_CRM
VEEEVT00011555,HCP1643,INT0011555,CAMP0012,DRUG004,Virtual Meeting,2026-08-02 03:26:23,33,Completed,Disease Education,Safety,False,,REP004,West,Representative,Veeva_CRM
VEEEVT00003938,HCP0569,INT0003938,CAMP0014,DRUG005,In-Person Visit,2026-08-02 03:47:28,50,Completed,New Product Introduction,Product Information,False,,REP005,North,Representative,Veeva_CRM
VEEEVT00011546,HCP1642,INT0011546,CAMP0006,DRUG002,Phone Call,2026-08-02 03:56:59,13,Completed,Treatment Update,Treatment Guidelines,True,,REP023,North,Representative,Veeva_CRM
VEEEVT00000138,HCP0021,INT0000138,CAMP0005,DRUG002,In-Person Visit,2026-08-02 04:04:07,41,Completed,New Product Introduction,Product Information,True,,REP001,North,Representative,Veeva_CRM
VEEEVT00003417,HCP0494,INT0003417,CAMP0009,DRUG003,In-Person Visit,2026-08-02 04:08:41,55,Completed,Product Discussion,Safety,True,,REP017,West,Representative,Veeva_CRM
VEEEVT00000410,HCP0061,INT0000410,CAMP0006,DRUG002,In-Person Visit,2026-08-02 04:48:30,45,Completed,Clinical Evidence,Efficacy,True,,REP004,West,Representative,Veeva_CRM
VEEEVT00010365,HCP1479,INT0010365,CAMP0013,DRUG005,In-Person Visit,2026-08-02 04:52:33,49,Completed,Product Discussion,Clinical Evidence,False,,REP025,South,Representative,Veeva_CRM
VEEEVT00013260,HCP1885,INT0013260,CAMP0022,DRUG008,Phone Call,2026-08-02 04:54:50,16,Completed,New Product Introduction,Efficacy,True,2026-08-12 04:54:50,REP015,West,Representative,Veeva_CRM
VEEEVT00006606,HCP0943,INT0006606,CAMP0012,DRUG004,In-Person Visit,2026-08-02 05:00:09,34,Completed,Treatment Update,Clinical Evidence,False,,REP030,East,Representative,Veeva_CRM
VEEEVT00003870,HCP0558,INT0003870,CAMP0011,DRUG004,Virtual Meeting,2026-08-02 05:15:41,25,Completed,Disease Education,Patient Population,True,2026-08-09 05:15:41,REP023,East,Representative,Veeva_CRM
VEEEVT00003877,HCP0559,INT0003877,CAMP0021,DRUG007,In-Person Visit,2026-08-02 05:56:06,60,Completed,Follow-up Discussion,Patient Population,True,2026-08-11 05:56:06,REP022,North,Representative,Veeva_CRM
VEEEVT00009308,HCP1330,INT0009308,CAMP0004,DRUG002,Phone Call,2026-08-02 06:10:30,7,Completed,Disease Education,Product Information,True,2026-08-11 06:10:30,REP014,West,Representative,Veeva_CRM
VEEEVT00008381,HCP1197,INT0008381,CAMP0007,DRUG003,In-Person Visit,2026-08-02 06:41:59,55,Completed,Treatment Update,Patient Population,False,,REP022,East,Representative,Veeva_CRM
VEEEVT00008138,HCP1162,INT0008138,CAMP0019,DRUG007,Virtual Meeting,2026-08-02 06:49:43,26,Completed,Product Discussion,Clinical Evidence,True,,REP028,West,Representative,Veeva_CRM
VEEEVT00010853,HCP1549,INT0010853,CAMP0015,DRUG005,Phone Call,2026-08-02 06:51:33,8,Completed,Follow-up Discussion,Safety,True,2026-08-12 06:51:33,REP015,West,Representative,Veeva_CRM
VEEEVT00012279,HCP1749,INT0012279,CAMP0019,DRUG007,In-Person Visit,2026-08-02 06:58:55,46,Completed,Disease Education,Clinical Evidence,True,2026-08-06 06:58:55,REP014,West,Representative,Veeva_CRM
VEEEVT00004157,HCP0598,INT0004157,CAMP0008,DRUG003,Virtual Meeting,2026-08-02 07:05:41,40,Completed,New Product Introduction,Product Information,False,,REP019,North,Representative,Veeva_CRM
VEEEVT00009358,HCP1338,INT0009358,CAMP0009,DRUG003,Phone Call,2026-08-02 07:29:35,16,Completed,New Product Introduction,Dosage,False,,REP029,South,Representative,Veeva_CRM
VEEEVT00013227,HCP1882,INT0013227,CAMP0016,DRUG006,Virtual Meeting,2026-08-02 08:26:53,18,Completed,Treatment Update,Product Information,False,,REP001,West,Representative,Veeva_CRM
VEEEVT00001439,HCP0208,INT0001439,CAMP0013,DRUG005,Phone Call,2026-08-02 08:29:43,13,Completed,Product Discussion,Patient Population,True,,REP012,West,Representative,Veeva_CRM
VEEEVT00009532,HCP1360,INT0009532,CAMP0017,DRUG006,Phone Call,2026-08-02 09:07:29,8,Completed,Follow-up Discussion,Product Information,False,,REP015,South,Representative,Veeva_CRM
VEEEVT00011417,HCP1626,INT0011417,CAMP0008,DRUG003,Phone Call,2026-08-02 09:11:34,12,Completed,Clinical Evidence,Clinical Evidence,True,2026-08-05 09:11:34,REP013,East,Representative,Veeva_CRM
VEEEVT00007893,HCP1124,INT0007893,CAMP0007,DRUG003,In-Person Visit,2026-08-02 09:12:20,51,Completed,Treatment Update,Efficacy,False,,REP024,West,Representative,Veeva_CRM
VEEEVT00009318,HCP1331,INT0009318,CAMP0021,DRUG007,In-Person Visit,2026-08-02 09:14:58,40,Cancelled,Disease Education,Dosage,False,,REP005,North,Representative,Veeva_CRM
VEEEVT00007150,HCP1021,INT0007150,CAMP0002,DRUG001,In-Person Visit,2026-08-02 09:23:18,40,Completed,Follow-up Discussion,Treatment Guidelines,True,2026-08-12 09:23:18,REP015,South,Representative,Veeva_CRM
VEEEVT00002231,HCP0325,INT0002231,CAMP0015,DRUG005,Virtual Meeting,2026-08-02 09:51:00,35,Cancelled,Disease Education,Safety,False,,REP029,South,Representative,Veeva_CRM
VEEEVT00013815,HCP1965,INT0013815,CAMP0020,DRUG007,In-Person Visit,2026-08-02 09:55:13,56,Completed,Clinical Evidence,Treatment Guidelines,True,2026-08-11 09:55:13,REP025,West,Representative,Veeva_CRM
VEEEVT00004837,HCP0692,INT0004837,CAMP0006,DRUG002,Virtual Meeting,2026-08-02 10:30:09,22,Cancelled,Product Discussion,Product Information,False,,REP011,South,Representative,Veeva_CRM
VEEEVT00009291,HCP1327,INT0009291,CAMP0024,DRUG008,In-Person Visit,2026-08-02 10:39:37,32,Cancelled,Follow-up Discussion,Clinical Evidence,False,,REP020,West,Representative,Veeva_CRM
VEEEVT00008056,HCP1151,INT0008056,CAMP0002,DRUG001,Phone Call,2026-08-02 10:58:19,10,Completed,Disease Education,Safety,False,,REP004,West,Representative,Veeva_CRM
VEEEVT00005218,HCP0746,INT0005218,CAMP0020,DRUG007,Virtual Meeting,2026-08-02 11:30:15,22,Completed,Treatment Update,Efficacy,True,,REP008,North,Representative,Veeva_CRM
VEEEVT00013183,HCP1876,INT0013183,CAMP0001,DRUG001,In-Person Visit,2026-08-02 12:11:43,57,Completed,Disease Education,Dosage,False,,REP011,North,Representative,Veeva_CRM
VEEEVT00002834,HCP0406,INT0002834,CAMP0015,DRUG005,Phone Call,2026-08-02 12:22:20,12,Completed,Disease Education,Treatment Guidelines,True,2026-08-13 12:22:20,REP015,South,Representative,Veeva_CRM
VEEEVT00010654,HCP1525,INT0010654,CAMP0015,DRUG005,In-Person Visit,2026-08-02 12:40:57,45,Completed,Product Discussion,Safety,True,2026-08-14 12:40:57,REP023,West,Representative,Veeva_CRM
VEEEVT00012881,HCP1832,INT0012881,CAMP0012,DRUG004,In-Person Visit,2026-08-02 12:50:39,33,Completed,Disease Education,Product Information,False,,REP018,West,Representative,Veeva_CRM
VEEEVT00005816,HCP0832,INT0005816,CAMP0010,DRUG004,In-Person Visit,2026-08-02 13:00:44,48,Completed,Disease Education,Treatment Guidelines,True,2026-08-09 13:00:44,REP027,West,Representative,Veeva_CRM
VEEEVT00008660,HCP1234,INT0008660,CAMP0002,DRUG001,In-Person Visit,2026-08-02 13:44:22,31,Completed,Disease Education,Clinical Evidence,True,2026-08-04 13:44:22,REP029,South,Representative,Veeva_CRM
VEEEVT00013320,HCP1894,INT0013320,CAMP0002,DRUG001,In-Person Visit,2026-08-02 13:51:24,28,Completed,Disease Education,Safety,False,,REP005,West,Representative,Veeva_CRM
VEEEVT00001153,HCP0169,INT0001153,CAMP0004,DRUG002,Phone Call,2026-08-02 13:56:58,7,Completed,New Product Introduction,Safety,False,,REP014,West,Representative,Veeva_CRM
VEEEVT00013077,HCP1861,INT0013077,CAMP0023,DRUG008,In-Person Visit,2026-08-02 14:02:37,55,Completed,Treatment Update,Patient Population,False,,REP006,North,Representative,Veeva_CRM
VEEEVT00001628,HCP0236,INT0001628,CAMP0011,DRUG004,Virtual Meeting,2026-08-02 14:15:45,30,Cancelled,Clinical Evidence,Clinical Evidence,False,,REP007,East,Representative,Veeva_CRM
VEEEVT00012309,HCP1753,INT0012309,CAMP0008,DRUG003,In-Person Visit,2026-08-02 14:33:36,42,Completed,Clinical Evidence,Treatment Guidelines,True,2026-08-06 14:33:36,REP025,East,Representative,Veeva_CRM
VEEEVT00002674,HCP0383,INT0002674,CAMP0009,DRUG003,In-Person Visit,2026-08-02 15:04:32,51,Completed,Treatment Update,Clinical Evidence,False,,REP023,East,Representative,Veeva_CRM
VEEEVT00013538,HCP1924,INT0013538,CAMP0004,DRUG002,Phone Call,2026-08-02 15:19:59,11,Completed,Clinical Evidence,Product Information,False,,REP013,North,Representative,Veeva_CRM
VEEEVT00009895,HCP1411,INT0009895,CAMP0002,DRUG001,Phone Call,2026-08-02 15:56:37,6,Completed,New Product Introduction,Efficacy,False,,REP026,West,Representative,Veeva_CRM
VEEEVT00007671,HCP1093,INT0007671,CAMP0007,DRUG003,In-Person Visit,2026-08-02 16:33:56,31,Completed,Follow-up Discussion,Patient Population,True,2026-08-09 16:33:56,REP028,West,Representative,Veeva_CRM
VEEEVT00013046,HCP1856,INT0013046,CAMP0008,DRUG003,In-Person Visit,2026-08-02 16:41:27,53,Cancelled,Disease Education,Dosage,False,,REP004,North,Representative,Veeva_CRM
VEEEVT00002563,HCP0366,INT0002563,CAMP0023,DRUG008,Virtual Meeting,2026-08-02 16:47:17,45,Completed,Product Discussion,Safety,False,,REP019,West,Representative,Veeva_CRM
VEEEVT00010695,HCP1531,INT0010695,CAMP0014,DRUG005,In-Person Visit,2026-08-02 16:51:58,31,Completed,Clinical Evidence,Safety,False,,REP016,South,Representative,Veeva_CRM
VEEEVT00002411,HCP0347,INT0002411,CAMP0011,DRUG004,In-Person Visit,2026-08-02 16:54:33,42,Completed,Product Discussion,Dosage,False,,REP024,South,Representative,Veeva_CRM
VEEEVT00000543,HCP0082,INT0000543,CAMP0014,DRUG005,Phone Call,2026-08-02 17:04:46,20,Completed,Treatment Update,Dosage,True,2026-08-11 17:04:46,REP003,South,Representative,Veeva_CRM
VEEEVT00006847,HCP0976,INT0006847,CAMP0007,DRUG003,Phone Call,2026-08-02 17:35:22,20,Completed,Treatment Update,Patient Population,True,2026-08-09 17:35:22,REP022,East,Representative,Veeva_CRM
VEEEVT00007839,HCP1116,INT0007839,CAMP0011,DRUG004,Virtual Meeting,2026-08-02 17:52:31,22,Completed,Follow-up Discussion,Dosage,False,,REP007,South,Representative,Veeva_CRM
VEEEVT00002059,HCP0301,INT0002059,CAMP0011,DRUG004,Phone Call,2026-08-02 18:28:48,20,Completed,Follow-up Discussion,Treatment Guidelines,False,,REP022,West,Representative,Veeva_CRM
VEEEVT00001885,HCP0274,INT0001885,CAMP0020,DRUG007,In-Person Visit,2026-08-02 18:45:14,46,No Show,Disease Education,Patient Population,False,,REP008,East,Representative,Veeva_CRM
VEEEVT00004485,HCP0640,INT0004485,CAMP0023,DRUG008,Virtual Meeting,2026-08-02 19:34:36,20,Completed,Disease Education,Patient Population,False,,REP013,East,Representative,Veeva_CRM
VEEEVT00001478,HCP0214,INT0001478,CAMP0011,DRUG004,In-Person Visit,2026-08-02 19:36:32,57,Completed,Disease Education,Treatment Guidelines,False,,REP020,East,Representative,Veeva_CRM
VEEEVT00014035,HCP1993,INT0014035,CAMP0018,DRUG006,In-Person Visit,2026-08-02 20:53:30,55,No Show,Treatment Update,Efficacy,False,,REP010,South,Representative,Veeva_CRM
VEEEVT00012077,HCP1718,INT0012077,CAMP0017,DRUG006,In-Person Visit,2026-08-02 21:03:43,54,Completed,Treatment Update,Safety,False,,REP012,West,Representative,Veeva_CRM
VEEEVT00011247,HCP1602,INT0011247,CAMP0003,DRUG001,In-Person Visit,2026-08-02 21:08:24,31,Completed,Product Discussion,Clinical Evidence,True,2026-08-10 21:08:24,REP006,West,Representative,Veeva_CRM
VEEEVT00002499,HCP0359,INT0002499,CAMP0008,DRUG003,In-Person Visit,2026-08-02 21:27:40,25,Completed,Follow-up Discussion,Dosage,True,2026-08-07 21:27:40,REP016,West,Representative,Veeva_CRM
VEEEVT00003355,HCP0484,INT0003355,CAMP0009,DRUG003,Phone Call,2026-08-02 21:40:27,12,Completed,New Product Introduction,Treatment Guidelines,False,,REP026,West,Representative,Veeva_CRM
VEEEVT00009422,HCP1347,INT0009422,CAMP0016,DRUG006,Phone Call,2026-08-02 22:30:31,13,Completed,Product Discussion,Efficacy,False,,REP029,West,Representative,Veeva_CRM
VEEEVT00009933,HCP1417,INT0009933,CAMP0004,DRUG002,In-Person Visit,2026-08-02 22:41:45,52,Completed,Clinical Evidence,Clinical Evidence,True,2026-08-06 22:41:45,REP016,South,Representative,Veeva_CRM
VEEEVT00003973,HCP0572,INT0003973,CAMP0017,DRUG006,In-Person Visit,2026-08-03 00:39:52,53,Completed,New Product Introduction,Safety,True,2026-08-07 00:39:52,REP010,East,Representative,Veeva_CRM
VEEEVT00000301,HCP0043,INT0000301,CAMP0013,DRUG005,In-Person Visit,2026-08-03 00:55:35,32,Cancelled,Disease Education,Safety,False,,REP023,West,Representative,Veeva_CRM
VEEEVT00005686,HCP0813,INT0005686,CAMP0005,DRUG002,Virtual Meeting,2026-08-03 01:30:50,19,Completed,Treatment Update,Dosage,False,,REP006,South,Representative,Veeva_CRM
VEEEVT00000458,HCP0068,INT0000458,CAMP0019,DRUG007,In-Person Visit,2026-08-03 01:41:12,53,Completed,Follow-up Discussion,Treatment Guidelines,True,2026-08-14 01:41:12,REP019,South,Representative,Veeva_CRM
VEEEVT00004154,HCP0597,INT0004154,CAMP0011,DRUG004,Phone Call,2026-08-03 01:49:16,5,Completed,Disease Education,Efficacy,False,,REP015,South,Representative,Veeva_CRM
VEEEVT00005093,HCP0728,INT0005093,CAMP0018,DRUG006,Virtual Meeting,2026-08-03 02:23:21,44,Completed,Follow-up Discussion,Patient Population,True,,REP002,East,Representative,Veeva_CRM
VEEEVT00005913,HCP0846,INT0005913,CAMP0020,DRUG007,In-Person Visit,2026-08-03 02:34:59,51,Completed,Clinical Evidence,Safety,False,,REP029,North,Representative,Veeva_CRM
VEEEVT00007375,HCP1052,INT0007375,CAMP0013,DRUG005,In-Person Visit,2026-08-03 02:37:30,55,Completed,Treatment Update,Safety,False,,REP023,South,Representative,Veeva_CRM
VEEEVT00003295,HCP0477,INT0003295,CAMP0012,DRUG004,In-Person Visit,2026-08-03 02:49:49,40,Completed,New Product Introduction,Patient Population,False,,REP030,West,Representative,Veeva_CRM
VEEEVT00012545,HCP1787,INT0012545,CAMP0014,DRUG005,Virtual Meeting,2026-08-03 02:56:13,41,Completed,New Product Introduction,Patient Population,False,,REP025,South,Representative,Veeva_CRM
VEEEVT00004846,HCP0694,INT0004846,CAMP0014,DRUG005,Phone Call,2026-08-03 03:10:04,15,Completed,Follow-up Discussion,Product Information,False,,REP028,South,Representative,Veeva_CRM
VEEEVT00004070,HCP0584,INT0004070,CAMP0010,DRUG004,Virtual Meeting,2026-08-03 03:11:04,18,Completed,Disease Education,Dosage,False,,REP020,East,Representative,Veeva_CRM
VEEEVT00011172,HCP1591,INT0011172,CAMP0006,DRUG002,Virtual Meeting,2026-08-03 03:12:06,27,Completed,Treatment Update,Safety,False,,REP006,South,Representative,Veeva_CRM
VEEEVT00000579,HCP0088,INT0000579,CAMP0011,DRUG004,Phone Call,2026-08-03 03:24:16,15,Completed,New Product Introduction,Safety,False,,REP023,West,Representative,Veeva_CRM
VEEEVT00010416,HCP1488,INT0010416,CAMP0006,DRUG002,In-Person Visit,2026-08-03 04:49:32,33,Completed,Product Discussion,Product Information,False,,REP016,East,Representative,Veeva_CRM
VEEEVT00004046,HCP0579,INT0004046,CAMP0017,DRUG006,In-Person Visit,2026-08-03 05:09:39,45,Completed,Follow-up Discussion,Safety,False,,REP014,North,Representative,Veeva_CRM
VEEEVT00006662,HCP0951,INT0006662,CAMP0014,DRUG005,In-Person Visit,2026-08-03 05:32:45,41,Completed,New Product Introduction,Efficacy,False,,REP028,South,Representative,Veeva_CRM
VEEEVT00012988,HCP1846,INT0012988,CAMP0004,DRUG002,Virtual Meeting,2026-08-03 05:46:08,27,Completed,Treatment Update,Safety,True,2026-08-14 05:46:08,REP027,North,Representative,Veeva_CRM
VEEEVT00007377,HCP1052,INT0007377,CAMP0013,DRUG005,In-Person Visit,2026-08-03 06:10:50,57,Completed,Disease Education,Patient Population,False,,REP003,South,Representative,Veeva_CRM
VEEEVT00012485,HCP1778,INT0012485,CAMP0023,DRUG008,Phone Call,2026-08-03 06:40:19,13,Completed,Disease Education,Dosage,False,,REP026,North,Representative,Veeva_CRM
VEEEVT00002615,HCP0373,INT0002615,CAMP0020,DRUG007,In-Person Visit,2026-08-03 06:50:08,29,Completed,New Product Introduction,Safety,False,,REP030,East,Representative,Veeva_CRM
VEEEVT00004709,HCP0671,INT0004709,CAMP0013,DRUG005,In-Person Visit,2026-08-03 08:43:03,42,Completed,Product Discussion,Dosage,True,2026-08-13 08:43:03,REP006,North,Representative,Veeva_CRM
VEEEVT00005826,HCP0833,INT0005826,CAMP0021,DRUG007,In-Person Visit,2026-08-03 09:07:23,60,No Show,Disease Education,Product Information,False,,REP025,East,Representative,Veeva_CRM
VEEEVT00003768,HCP0544,INT0003768,CAMP0012,DRUG004,In-Person Visit,2026-08-03 09:08:24,26,Completed,Treatment Update,Treatment Guidelines,False,,REP024,South,Representative,Veeva_CRM
VEEEVT00009964,HCP1421,INT0009964,CAMP0020,DRUG007,Phone Call,2026-08-03 09:58:39,6,Completed,Follow-up Discussion,Efficacy,True,,REP014,South,Representative,Veeva_CRM
VEEEVT00001899,HCP0278,INT0001899,CAMP0012,DRUG004,Phone Call,2026-08-03 11:19:13,10,Completed,Product Discussion,Patient Population,True,2026-08-08 11:19:13,REP012,South,Representative,Veeva_CRM
VEEEVT00011478,HCP1633,INT0011478,CAMP0019,DRUG007,In-Person Visit,2026-08-03 11:26:47,53,Cancelled,Disease Education,Patient Population,False,,REP030,West,Representative,Veeva_CRM
